Organization : org1
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh <energy production in MWh>
202201140330, 99, 97
202201140345, 105, 80
202201140400, 99, 86
202201140415, 107, 91
202201140430, 128, 96
202201140445, 100, 95
202201140500, 126, 90
202201140515, 119, 78
202201140530, 109, 86
202201140545, 117, 72
202201140600, 113, 99
202201140615, 115, 95
202201140630, 120, 75
202201140645, 128, 76
202201140700, 111, 71
202201140715, 108, 90
202201140730, 103, 84
202201140745, 112, 87
202201140800, 107, 81
202201140815, 117, 80
202201140830, 121, 93
202201140845, 109, 84
202201140900, 125, 99
202201140915, 105, 80
202201140930, 127, 97
202201140945, 109, 78
202201141000, 120, 95
202201141015, 123, 87
202201141030, 113, 94
202201141045, 128, 89
202201141100, 112, 94
202201141115, 99, 87
202201141130, 99, 76
202201141145, 125, 83
202201141200, 120, 88
202201141215, 120, 75
202201141230, 103, 81
202201141245, 103, 92
202201141300, 109, 71
202201141315, 110, 91
202201141330, 114, 93
202201141345, 108, 71
202201141400, 122, 78
202201141415, 105, 84
202201141430, 126, 82
202201141445, 112, 85
202201141500, 111, 93
202201141515, 128, 89
202201141530, 110, 94
202201141545, 103, 86
202201141600, 120, 98
202201141615, 123, 73
202201141630, 110, 99
202201141645, 116, 87
202201141700, 117, 90
202201141715, 120, 92
202201141730, 127, 96
202201141745, 128, 75
202201141800, 113, 97
202201141815, 109, 73
202201141830, 103, 81
202201141845, 110, 93
202201141900, 100, 72
202201141915, 123, 79
202201141930, 107, 95
202201141945, 109, 88
202201142000, 124, 74
202201142015, 120, 77
202201142030, 126, 90
202201142045, 118, 83
202201142100, 107, 88
202201142115, 122, 79
202201142130, 111, 98
202201142145, 122, 82
202201142200, 101, 96
202201142215, 126, 88
202201142230, 116, 87
202201142245, 104, 79
202201142300, 110, 96
202201142315, 114, 90
202201142330, 113, 88
202201142345, 122, 72
202201150000, 114, 86
202201150015, 109, 83
202201150030, 120, 96
202201150045, 103, 92
202201150100, 100, 95
202201150115, 113, 98
202201150130, 128, 85
202201150145, 122, 94
202201150200, 108, 88
202201150215, 121, 83
202201150230, 111, 83
202201150245, 122, 71
202201150300, 118, 74
202201150315, 99, 92
202201150330, 121, 78
202201150345, 115, 70
202201150400, 118, 78
202201150415, 111, 75
202201150430, 123, 93
202201150445, 116, 90
202201150500, 102, 94
202201150515, 120, 88
202201150530, 112, 96
202201150545, 109, 92
202201150600, 107, 87
202201150615, 108, 91
202201150630, 118, 77
202201150645, 118, 85
202201150700, 105, 82
202201150715, 115, 80
202201150730, 128, 92
202201150745, 104, 88
202201150800, 104, 87
202201150815, 121, 77
202201150830, 101, 84
202201150845, 116, 75
202201150900, 109, 94
202201150915, 100, 72
202201150930, 126, 97
202201150945, 120, 99
202201151000, 109, 87
202201151015, 121, 71
202201151030, 126, 86
202201151045, 100, 83
202201151100, 104, 97
202201151115, 115, 79
202201151130, 110, 95
202201151145, 114, 70
202201151200, 104, 92
202201151215, 101, 90
202201151230, 119, 90
202201151245, 121, 96
202201151300, 105, 87
202201151315, 104, 70
202201151330, 122, 86
202201151345, 109, 88
202201151400, 119, 80
202201151415, 122, 99
202201151430, 100, 98
202201151445, 118, 76
202201151500, 111, 94
202201151515, 113, 70
202201151530, 112, 71
202201151545, 109, 79
202201151600, 125, 95
202201151615, 106, 84
202201151630, 114, 79
202201151645, 127, 78
202201151700, 112, 80
202201151715, 104, 75
202201151730, 125, 84
202201151745, 117, 81
202201151800, 99, 84
202201151815, 119, 77
202201151830, 108, 91
202201151845, 110, 92
202201151900, 119, 71
202201151915, 114, 75
202201151930, 113, 70
202201151945, 109, 71
202201152000, 103, 80
202201152015, 103, 73
202201152030, 119, 77
202201152045, 124, 96
202201152100, 125, 77
202201152115, 107, 97
202201152130, 114, 81
202201152145, 113, 76
202201152200, 117, 79
202201152215, 100, 73
202201152230, 106, 93
202201152245, 103, 90
202201152300, 109, 89
202201152315, 123, 98
202201152330, 125, 85
202201152345, 128, 81
202201160000, 110, 99
202201160015, 116, 95
202201160030, 106, 92
202201160045, 100, 76
202201160100, 126, 72
202201160115, 109, 72
202201160130, 115, 70
202201160145, 126, 84
202201160200, 109, 83
202201160215, 128, 72
202201160230, 113, 78
202201160245, 123, 99
202201160300, 117, 85
202201160315, 115, 78
202201160330, 114, 81
202201160345, 106, 82
202201160400, 125, 80
202201160415, 120, 78
202201160430, 100, 86
202201160445, 119, 74
202201160500, 112, 73
202201160515, 114, 84
202201160530, 104, 79
202201160545, 125, 75
202201160600, 123, 72
202201160615, 101, 75
202201160630, 127, 70
202201160645, 103, 92
202201160700, 99, 93
202201160715, 104, 96
202201160730, 104, 99
202201160745, 128, 95
202201160800, 111, 83
202201160815, 108, 82
202201160830, 107, 90
202201160845, 120, 91
202201160900, 108, 70
202201160915, 125, 87
202201160930, 110, 82
202201160945, 99, 95
202201161000, 104, 89
202201161015, 109, 88
202201161030, 119, 90
202201161045, 126, 86
202201161100, 109, 91
202201161115, 101, 98
202201161130, 103, 78
202201161145, 117, 80
202201161200, 119, 90
202201161215, 123, 73
202201161230, 102, 99
202201161245, 124, 81
202201161300, 124, 86
202201161315, 107, 72
202201161330, 116, 76
202201161345, 121, 76
202201161400, 112, 76
202201161415, 116, 81
202201161430, 118, 84
202201161445, 113, 74
202201161500, 107, 85
202201161515, 125, 94
202201161530, 110, 81
202201161545, 117, 83
202201161600, 121, 92
202201161615, 117, 91
202201161630, 100, 97
202201161645, 104, 78
202201161700, 105, 92
202201161715, 117, 94
202201161730, 118, 89
202201161745, 126, 82
202201161800, 106, 90
202201161815, 114, 71
202201161830, 105, 77
202201161845, 103, 92
202201161900, 110, 75
202201161915, 104, 96
202201161930, 100, 98
202201161945, 124, 98
202201162000, 121, 88
202201162015, 111, 75
202201162030, 100, 94
202201162045, 103, 80
202201162100, 117, 80
202201162115, 99, 72
202201162130, 121, 88
202201162145, 121, 81
202201162200, 107, 94
202201162215, 118, 73
202201162230, 105, 86
202201162245, 122, 75
202201162300, 119, 73
202201162315, 111, 77
202201162330, 122, 78
202201162345, 103, 87
202201170000, 118, 77
202201170015, 104, 90
202201170030, 99, 83
202201170045, 127, 86
202201170100, 112, 95
202201170115, 117, 82
202201170130, 128, 99
202201170145, 109, 89
202201170200, 104, 79
202201170215, 100, 78
202201170230, 99, 79
202201170245, 109, 81
202201170300, 113, 79
202201170315, 105, 75
202201170330, 116, 98
202201170345, 112, 81
202201170400, 100, 98
202201170415, 126, 73
202201170430, 103, 73
202201170445, 121, 76
202201170500, 123, 96
202201170515, 113, 75
202201170530, 119, 94
202201170545, 106, 92
202201170600, 101, 75
202201170615, 118, 76
202201170630, 102, 79
202201170645, 127, 76
202201170700, 99, 73
202201170715, 109, 93
202201170730, 106, 90
202201170745, 125, 88
202201170800, 108, 72
202201170815, 112, 99
202201170830, 102, 84
202201170845, 101, 77
202201170900, 109, 98
202201170915, 121, 95
202201170930, 114, 83
202201170945, 124, 78
202201171000, 99, 80
202201171015, 121, 94
202201171030, 102, 75
202201171045, 99, 87
202201171100, 109, 91
202201171115, 122, 92
202201171130, 110, 76
202201171145, 111, 99
202201171200, 121, 81
202201171215, 106, 89
202201171230, 103, 95
202201171245, 116, 92
202201171300, 109, 98
202201171315, 118, 71
202201171330, 128, 74
202201171345, 101, 96
202201171400, 108, 98
202201171415, 119, 88
202201171430, 125, 75
202201171445, 106, 70
202201171500, 115, 95
202201171515, 118, 95
202201171530, 118, 80
202201171545, 101, 75
202201171600, 100, 75
202201171615, 113, 77
202201171630, 118, 99
202201171645, 122, 99
202201171700, 108, 86
202201171715, 126, 71
202201171730, 102, 86
202201171745, 120, 96
202201171800, 108, 75
202201171815, 105, 85
202201171830, 115, 81
202201171845, 111, 97
202201171900, 121, 92
202201171915, 117, 82
202201171930, 109, 71
202201171945, 120, 82
202201172000, 126, 79
202201172015, 103, 79
202201172030, 106, 75
202201172045, 111, 99
202201172100, 114, 89
202201172115, 116, 96
202201172130, 116, 73
202201172145, 113, 85
202201172200, 117, 84
202201172215, 107, 79
202201172230, 126, 88
202201172245, 106, 87
202201172300, 128, 92
202201172315, 106, 80
202201172330, 116, 85
202201172345, 127, 99
202201180000, 113, 87
202201180015, 118, 76
202201180030, 126, 98
202201180045, 115, 90
202201180100, 108, 88
202201180115, 125, 75
202201180130, 109, 81
202201180145, 112, 83
202201180200, 117, 80
202201180215, 124, 87
202201180230, 105, 97
202201180245, 101, 93
202201180300, 120, 80
202201180315, 119, 82
202201180330, 121, 84
202201180345, 104, 79
202201180400, 116, 74
202201180415, 114, 74
202201180430, 101, 98
202201180445, 117, 91
202201180500, 110, 88
202201180515, 110, 81
202201180530, 107, 72
202201180545, 127, 87
202201180600, 126, 97
202201180615, 115, 92
202201180630, 112, 70
202201180645, 116, 99
202201180700, 122, 93
202201180715, 117, 85
202201180730, 110, 77
202201180745, 101, 84
202201180800, 124, 90
202201180815, 108, 91
202201180830, 112, 90
202201180845, 100, 97
202201180900, 106, 71
202201180915, 123, 91
202201180930, 101, 95
202201180945, 107, 71
202201181000, 99, 97
202201181015, 121, 93
202201181030, 100, 76
202201181045, 123, 82
202201181100, 120, 92
202201181115, 114, 70
202201181130, 116, 97
202201181145, 117, 78
202201181200, 115, 73
202201181215, 103, 75
202201181230, 126, 75
202201181245, 126, 84
202201181300, 127, 93
202201181315, 122, 87
202201181330, 111, 94
202201181345, 124, 91
202201181400, 107, 97
202201181415, 110, 79
202201181430, 102, 89
202201181445, 113, 90
202201181500, 116, 70
202201181515, 123, 96
202201181530, 122, 89
202201181545, 123, 99
202201181600, 125, 82
202201181615, 112, 75
202201181630, 115, 85
202201181645, 106, 81
202201181700, 99, 96
202201181715, 101, 74
202201181730, 102, 96
202201181745, 118, 70
202201181800, 110, 77
202201181815, 107, 79
202201181830, 104, 87
202201181845, 120, 80
202201181900, 128, 91
202201181915, 112, 76
202201181930, 106, 97
202201181945, 127, 92
202201182000, 110, 94
202201182015, 124, 84
202201182030, 106, 78
202201182045, 112, 95
202201182100, 116, 91
202201182115, 116, 96
202201182130, 105, 96
202201182145, 126, 79
202201182200, 103, 92
202201182215, 122, 92
202201182230, 105, 88
202201182245, 114, 96
202201182300, 100, 98
202201182315, 122, 99
202201182330, 107, 70
202201182345, 102, 72
202201190000, 103, 76
202201190015, 116, 92
202201190030, 117, 99
202201190045, 109, 78
202201190100, 99, 93
202201190115, 126, 80
202201190130, 109, 83
202201190145, 112, 77
202201190200, 113, 97
202201190215, 100, 96
202201190230, 107, 80
202201190245, 122, 85
202201190300, 104, 77
202201190315, 120, 71
202201190330, 125, 71
202201190345, 107, 72
202201190400, 108, 70
202201190415, 102, 75
202201190430, 127, 99
202201190445, 124, 73
202201190500, 112, 89
202201190515, 121, 71
202201190530, 126, 84
202201190545, 121, 72
202201190600, 125, 73
202201190615, 101, 80
202201190630, 117, 76
202201190645, 128, 75
202201190700, 99, 73
202201190715, 105, 78
202201190730, 124, 88
202201190745, 116, 85
202201190800, 119, 96
202201190815, 117, 78
202201190830, 122, 78
202201190845, 128, 80
202201190900, 114, 73
202201190915, 102, 78
202201190930, 111, 86
202201190945, 125, 73
202201191000, 126, 95
202201191015, 125, 83
202201191030, 109, 93
202201191045, 99, 99
202201191100, 122, 94
202201191115, 105, 84
202201191130, 103, 91
202201191145, 108, 93
202201191200, 122, 87
202201191215, 112, 79
202201191230, 103, 86
202201191245, 109, 88
202201191300, 113, 90
202201191315, 106, 89
202201191330, 116, 94
202201191345, 108, 91
202201191400, 112, 90
202201191415, 120, 88
202201191430, 117, 89
202201191445, 109, 84
202201191500, 120, 96
202201191515, 113, 73
202201191530, 124, 85
202201191545, 111, 86
202201191600, 120, 77
202201191615, 104, 94
202201191630, 101, 95
202201191645, 120, 76
202201191700, 121, 93
202201191715, 103, 75
202201191730, 103, 70
202201191745, 121, 84
202201191800, 113, 72
202201191815, 110, 95
202201191830, 120, 74
202201191845, 126, 84
202201191900, 126, 91
202201191915, 117, 93
202201191930, 124, 90
202201191945, 100, 93
202201192000, 126, 87
202201192015, 100, 76
202201192030, 122, 71
202201192045, 107, 81
202201192100, 118, 83
202201192115, 113, 97
202201192130, 122, 94
202201192145, 105, 86
202201192200, 111, 77
202201192215, 108, 87
202201192230, 113, 81
202201192245, 128, 96
202201192300, 118, 75
202201192315, 123, 75
202201192330, 120, 93
202201192345, 128, 92
202201200000, 102, 70
202201200015, 106, 87
202201200030, 110, 74
202201200045, 115, 77
202201200100, 102, 89
202201200115, 118, 91
202201200130, 126, 83
202201200145, 123, 98
202201200200, 105, 73
202201200215, 113, 88
202201200230, 116, 75
202201200245, 127, 88
202201200300, 127, 98
202201200315, 99, 87
202201200330, 105, 81
202201200345, 106, 99
202201200400, 104, 97
202201200415, 122, 83
202201200430, 116, 78
202201200445, 124, 96
202201200500, 110, 90
202201200515, 104, 80
202201200530, 101, 83
202201200545, 108, 91
202201200600, 113, 81
202201200615, 109, 82
202201200630, 112, 91
202201200645, 104, 73
202201200700, 122, 94
202201200715, 113, 95
202201200730, 127, 87
202201200745, 101, 89
202201200800, 117, 88
202201200815, 115, 85
202201200830, 124, 71
202201200845, 99, 70
202201200900, 125, 88
202201200915, 113, 88
202201200930, 107, 71
202201200945, 127, 85
202201201000, 114, 96
202201201015, 102, 71
202201201030, 123, 74
202201201045, 99, 71
202201201100, 128, 99
202201201115, 113, 98
202201201130, 114, 84
202201201145, 115, 86
202201201200, 117, 90
202201201215, 107, 96
202201201230, 108, 93
202201201245, 105, 99
202201201300, 117, 87
202201201315, 101, 88
202201201330, 116, 95
202201201345, 118, 81
202201201400, 113, 88
202201201415, 117, 73
202201201430, 109, 91
202201201445, 126, 79
202201201500, 100, 74
202201201515, 120, 93
202201201530, 117, 93
202201201545, 115, 84
202201201600, 125, 74
202201201615, 103, 94
202201201630, 122, 93
202201201645, 113, 72
202201201700, 114, 87
202201201715, 108, 89
202201201730, 102, 70
202201201745, 128, 98
202201201800, 118, 81
202201201815, 104, 76
202201201830, 121, 99
202201201845, 115, 93
202201201900, 111, 88
202201201915, 128, 84
202201201930, 106, 70
202201201945, 120, 98
202201202000, 104, 86
202201202015, 114, 80
202201202030, 128, 83
202201202045, 106, 88
202201202100, 122, 96
202201202115, 116, 81
202201202130, 99, 76
202201202145, 125, 97
202201202200, 128, 80
202201202215, 112, 79
202201202230, 123, 74
202201202245, 116, 92
202201202300, 108, 79
202201202315, 102, 88
202201202330, 121, 83
202201202345, 125, 88
202201210000, 116, 96
202201210015, 124, 78
202201210030, 119, 76
202201210045, 107, 98
202201210100, 128, 96
202201210115, 100, 91
202201210130, 110, 92
202201210145, 123, 83
202201210200, 120, 88
202201210215, 126, 90
202201210230, 100, 71
202201210245, 102, 73
202201210300, 107, 70
202201210315, 109, 81
202201210330, 106, 96
202201210345, 101, 83
202201210400, 123, 74
202201210415, 120, 72
202201210430, 100, 91
202201210445, 113, 76
202201210500, 113, 99
202201210515, 109, 74
202201210530, 115, 92
202201210545, 119, 93
202201210600, 105, 94
202201210615, 107, 71
202201210630, 101, 88
202201210645, 109, 84
202201210700, 118, 90
202201210715, 121, 81
202201210730, 111, 74
202201210745, 107, 87
202201210800, 115, 82
202201210815, 115, 70
202201210830, 105, 80
202201210845, 110, 72
202201210900, 101, 87
202201210915, 114, 89
202201210930, 123, 74
202201210945, 100, 72
202201211000, 120, 85
202201211015, 127, 94
202201211030, 106, 95
202201211045, 116, 94
202201211100, 125, 85
202201211115, 113, 92
202201211130, 100, 75
202201211145, 101, 89
202201211200, 101, 77
202201211215, 102, 95
202201211230, 100, 80
202201211245, 115, 77
202201211300, 109, 96
202201211315, 128, 75
202201211330, 113, 86
202201211345, 101, 76
202201211400, 126, 84
202201211415, 112, 86
202201211430, 110, 80
202201211445, 100, 84
202201211500, 105, 95
202201211515, 128, 90
202201211530, 118, 90
202201211545, 102, 79
202201211600, 100, 81
202201211615, 128, 98
202201211630, 128, 75
202201211645, 128, 92
202201211700, 115, 77
202201211715, 126, 85
202201211730, 123, 89
202201211745, 124, 96
202201211800, 111, 97
202201211815, 112, 85
202201211830, 125, 97
202201211845, 127, 93
202201211900, 106, 97
202201211915, 119, 70
202201211930, 103, 79
202201211945, 109, 96
202201212000, 115, 93
202201212015, 102, 81
202201212030, 106, 78
202201212045, 107, 97
202201212100, 101, 71
202201212115, 104, 93
202201212130, 119, 74
202201212145, 123, 75
202201212200, 121, 95
202201212215, 119, 87
202201212230, 122, 94
202201212245, 114, 82
202201212300, 126, 99
202201212315, 102, 98
202201212330, 119, 85
202201212345, 122, 76
202201220000, 105, 85
202201220015, 100, 88
202201220030, 112, 90
202201220045, 111, 98
202201220100, 102, 83
202201220115, 108, 77
202201220130, 120, 83
202201220145, 116, 84
202201220200, 123, 85
202201220215, 114, 97
202201220230, 121, 90
202201220245, 102, 76
202201220300, 104, 81
202201220315, 103, 87
202201220330, 126, 98
202201220345, 120, 70
202201220400, 123, 98
202201220415, 120, 77
202201220430, 104, 75
202201220445, 108, 85
202201220500, 107, 92
202201220515, 99, 70
202201220530, 128, 72
202201220545, 106, 72
202201220600, 126, 89
202201220615, 116, 97
202201220630, 113, 72
202201220645, 110, 77
202201220700, 125, 94
202201220715, 124, 71
202201220730, 120, 93
202201220745, 101, 73
202201220800, 124, 76
202201220815, 118, 86
202201220830, 107, 78
202201220845, 121, 96
202201220900, 102, 83
202201220915, 116, 83
202201220930, 112, 70
202201220945, 122, 89
202201221000, 110, 76
202201221015, 128, 87
202201221030, 111, 96
202201221045, 114, 87
202201221100, 102, 87
202201221115, 109, 75
202201221130, 111, 93
202201221145, 105, 78
202201221200, 122, 80
202201221215, 111, 73
202201221230, 118, 75
202201221245, 116, 76
202201221300, 106, 82
202201221315, 104, 89
202201221330, 121, 79
202201221345, 105, 81
202201221400, 110, 92
202201221415, 101, 95
202201221430, 117, 92
202201221445, 126, 91
202201221500, 107, 80
202201221515, 124, 74
202201221530, 111, 99
202201221545, 105, 81
202201221600, 107, 96
202201221615, 117, 73
202201221630, 117, 86
202201221645, 107, 88
202201221700, 119, 84
202201221715, 126, 87
202201221730, 122, 85
202201221745, 117, 82
202201221800, 102, 81
202201221815, 122, 81
202201221830, 104, 71
202201221845, 106, 96
202201221900, 113, 85
202201221915, 109, 74
202201221930, 101, 83
202201221945, 107, 73
202201222000, 122, 76
202201222015, 110, 96
202201222030, 127, 77
202201222045, 125, 85
202201222100, 119, 80
202201222115, 102, 86
202201222130, 99, 90
202201222145, 110, 75
202201222200, 128, 74
202201222215, 123, 92
202201222230, 113, 87
202201222245, 118, 84
202201222300, 117, 84
202201222315, 102, 86
202201222330, 113, 96
202201222345, 111, 92
202201230000, 125, 81
202201230015, 109, 83
202201230030, 106, 81
202201230045, 124, 99
202201230100, 112, 99
202201230115, 99, 99
202201230130, 115, 73
202201230145, 124, 74
202201230200, 110, 97
202201230215, 103, 73
202201230230, 117, 86
202201230245, 121, 92
202201230300, 107, 80
202201230315, 103, 76
202201230330, 108, 94
202201230345, 112, 89
202201230400, 125, 78
202201230415, 115, 77
202201230430, 110, 96
202201230445, 115, 88
202201230500, 103, 75
202201230515, 107, 75
202201230530, 125, 74
202201230545, 114, 71
202201230600, 128, 85
202201230615, 121, 88
202201230630, 118, 84
202201230645, 103, 88
202201230700, 110, 70
202201230715, 105, 81
202201230730, 128, 84
202201230745, 128, 75
202201230800, 113, 92
202201230815, 115, 75
202201230830, 105, 78
202201230845, 115, 76
202201230900, 107, 91
202201230915, 120, 75
202201230930, 120, 71
202201230945, 108, 96
202201231000, 114, 70
202201231015, 114, 84
202201231030, 107, 70
202201231045, 125, 98
202201231100, 103, 79
202201231115, 113, 82
202201231130, 121, 78
202201231145, 100, 98
202201231200, 122, 98
202201231215, 117, 75
202201231230, 103, 89
202201231245, 102, 82
202201231300, 108, 94
202201231315, 102, 98
202201231330, 127, 70
202201231345, 128, 76
202201231400, 127, 89
202201231415, 128, 79
202201231430, 103, 87
202201231445, 125, 70
202201231500, 114, 70
202201231515, 114, 84
202201231530, 103, 96
202201231545, 111, 89
202201231600, 99, 84
202201231615, 110, 79
202201231630, 122, 94
202201231645, 117, 77
202201231700, 124, 78
202201231715, 115, 96
202201231730, 119, 79
202201231745, 101, 70
202201231800, 99, 70
202201231815, 103, 99
202201231830, 121, 75
202201231845, 112, 75
202201231900, 126, 87
202201231915, 108, 94
202201231930, 128, 87
202201231945, 102, 95
202201232000, 101, 71
202201232015, 103, 99
202201232030, 101, 89
202201232045, 117, 79
202201232100, 122, 84
202201232115, 102, 97
202201232130, 110, 84
202201232145, 128, 80
202201232200, 127, 90
202201232215, 100, 85
202201232230, 109, 94
202201232245, 99, 81
202201232300, 112, 98
202201232315, 109, 74
202201232330, 103, 99
202201232345, 118, 91
202201240000, 105, 98
202201240015, 116, 81
202201240030, 108, 85
202201240045, 124, 70
202201240100, 101, 82
202201240115, 116, 96
202201240130, 104, 70
202201240145, 108, 80
202201240200, 115, 78
202201240215, 99, 89
202201240230, 102, 89
202201240245, 117, 75
202201240300, 103, 70
202201240315, 107, 97
202201240330, 102, 93
202201240345, 108, 81
202201240400, 104, 84
202201240415, 101, 73
202201240430, 102, 76
202201240445, 105, 91
202201240500, 114, 79
202201240515, 119, 73
202201240530, 113, 74
202201240545, 123, 97
202201240600, 128, 74
202201240615, 124, 76
202201240630, 112, 85
202201240645, 123, 78
202201240700, 110, 80
202201240715, 118, 76
202201240730, 127, 77
202201240745, 106, 95
202201240800, 100, 71
202201240815, 104, 85
202201240830, 113, 75
202201240845, 110, 85
202201240900, 114, 84
202201240915, 110, 91
202201240930, 120, 99
202201240945, 105, 73
202201241000, 110, 74
202201241015, 120, 75
202201241030, 121, 88
202201241045, 122, 81
202201241100, 115, 83
202201241115, 105, 91
202201241130, 110, 97
202201241145, 108, 81
202201241200, 112, 98
202201241215, 111, 77
202201241230, 118, 85
202201241245, 126, 72
202201241300, 128, 85
202201241315, 122, 97
202201241330, 119, 86
202201241345, 126, 80
202201241400, 105, 87
202201241415, 103, 93
202201241430, 99, 77
202201241445, 117, 89
202201241500, 113, 97
202201241515, 124, 80
202201241530, 124, 84
202201241545, 125, 99
202201241600, 119, 77
202201241615, 117, 82
202201241630, 128, 88
202201241645, 125, 93
202201241700, 117, 97
202201241715, 122, 74
202201241730, 122, 94
202201241745, 101, 96
202201241800, 116, 89
202201241815, 113, 76
202201241830, 110, 82
202201241845, 102, 82
202201241900, 114, 84
202201241915, 117, 78
202201241930, 125, 97
202201241945, 120, 72
202201242000, 99, 81
202201242015, 125, 82
202201242030, 124, 71
202201242045, 114, 92
202201242100, 116, 95
202201242115, 108, 70
202201242130, 119, 92
202201242145, 117, 88
202201242200, 115, 80
202201242215, 119, 77
202201242230, 113, 84
202201242245, 126, 90
202201242300, 102, 93
202201242315, 112, 78
202201242330, 112, 99
202201242345, 112, 72
202201250000, 104, 96
202201250015, 101, 72
202201250030, 106, 70
202201250045, 112, 74
202201250100, 100, 82
202201250115, 125, 76
202201250130, 114, 89
202201250145, 110, 83
202201250200, 109, 94
202201250215, 116, 78
202201250230, 115, 73
202201250245, 99, 74
202201250300, 120, 92
202201250315, 100, 75
202201250330, 110, 71
202201250345, 100, 88
202201250400, 108, 81
202201250415, 127, 71
202201250430, 124, 72
202201250445, 113, 76
202201250500, 119, 94
202201250515, 109, 95
202201250530, 109, 82
202201250545, 104, 75
202201250600, 119, 85
202201250615, 100, 77
202201250630, 115, 95
202201250645, 112, 81
202201250700, 122, 90
202201250715, 116, 79
202201250730, 108, 88
202201250745, 121, 97
202201250800, 105, 76
202201250815, 126, 71
202201250830, 127, 94
202201250845, 122, 71
202201250900, 113, 79
202201250915, 119, 95
202201250930, 123, 89
202201250945, 117, 95
202201251000, 112, 85
202201251015, 106, 92
202201251030, 127, 79
202201251045, 127, 98
202201251100, 112, 84
202201251115, 105, 71
202201251130, 125, 72
202201251145, 114, 83
202201251200, 108, 78
202201251215, 120, 80
202201251230, 104, 71
202201251245, 126, 97
202201251300, 121, 97
202201251315, 99, 98
202201251330, 106, 99
202201251345, 114, 88
202201251400, 122, 97
202201251415, 103, 79
202201251430, 121, 99
202201251445, 102, 84
202201251500, 124, 89
202201251515, 111, 76
202201251530, 125, 73
202201251545, 122, 73
202201251600, 128, 81
202201251615, 126, 88
202201251630, 107, 92
202201251645, 127, 89
202201251700, 128, 71
202201251715, 116, 84
202201251730, 99, 96
202201251745, 111, 94
202201251800, 118, 95
202201251815, 103, 77
202201251830, 102, 91
202201251845, 115, 87
202201251900, 127, 82
202201251915, 101, 90
202201251930, 114, 78
202201251945, 111, 84
202201252000, 103, 98
202201252015, 113, 90
202201252030, 99, 80
202201252045, 104, 95
202201252100, 116, 93
202201252115, 122, 87
202201252130, 121, 86
202201252145, 111, 91
202201252200, 106, 90
202201252215, 127, 73
202201252230, 123, 91
202201252245, 117, 79
202201252300, 119, 73
202201252315, 101, 71
202201252330, 121, 78
202201252345, 105, 70
202201260000, 100, 88
202201260015, 124, 74
202201260030, 109, 77
202201260045, 102, 83
202201260100, 126, 91
202201260115, 107, 98
202201260130, 100, 99
202201260145, 123, 95
202201260200, 111, 76
202201260215, 105, 80
202201260230, 109, 91
202201260245, 120, 99
202201260300, 103, 97
202201260315, 101, 81
202201260330, 112, 93
202201260345, 114, 81
202201260400, 116, 93
202201260415, 112, 88
202201260430, 110, 89
202201260445, 103, 87
202201260500, 111, 74
202201260515, 103, 81
202201260530, 125, 96
202201260545, 108, 77
202201260600, 116, 70
202201260615, 104, 81
202201260630, 121, 72
202201260645, 124, 87
202201260700, 118, 70
202201260715, 99, 95
202201260730, 125, 71
202201260745, 103, 84
202201260800, 121, 77
202201260815, 114, 85
202201260830, 126, 73
202201260845, 119, 95
202201260900, 103, 70
202201260915, 124, 88
202201260930, 118, 80
202201260945, 102, 78
202201261000, 104, 97
202201261015, 110, 87
202201261030, 112, 77
202201261045, 124, 97
202201261100, 116, 80
202201261115, 114, 99
202201261130, 126, 88
202201261145, 113, 72
202201261200, 107, 77
202201261215, 125, 79
202201261230, 104, 78
202201261245, 120, 89
202201261300, 101, 71
202201261315, 111, 92
202201261330, 127, 98
202201261345, 108, 86
202201261400, 102, 88
202201261415, 107, 87
202201261430, 112, 98
202201261445, 102, 92
202201261500, 114, 73
202201261515, 121, 89
202201261530, 109, 94
202201261545, 120, 95
202201261600, 109, 97
202201261615, 104, 75
202201261630, 103, 99
202201261645, 111, 70
202201261700, 120, 72
202201261715, 116, 92
202201261730, 104, 95
202201261745, 103, 77
202201261800, 107, 74
202201261815, 121, 80
202201261830, 103, 85
202201261845, 119, 96
202201261900, 122, 87
202201261915, 115, 91
202201261930, 128, 73
202201261945, 112, 88
202201262000, 118, 93
202201262015, 119, 89
202201262030, 114, 95
202201262045, 115, 97
202201262100, 126, 91
202201262115, 100, 96
202201262130, 103, 77
202201262145, 127, 96
202201262200, 112, 76
202201262215, 124, 80
202201262230, 118, 76
202201262245, 109, 74
202201262300, 104, 78
202201262315, 125, 81
202201262330, 122, 83
202201262345, 107, 94
202201270000, 106, 81
202201270015, 108, 82
202201270030, 111, 88
202201270045, 126, 90
202201270100, 101, 77
202201270115, 104, 80
202201270130, 108, 93
202201270145, 123, 76
202201270200, 104, 82
202201270215, 116, 93
202201270230, 110, 87
202201270245, 110, 84
202201270300, 100, 93
202201270315, 101, 83
202201270330, 105, 95
202201270345, 120, 76
202201270400, 117, 96
202201270415, 124, 90
202201270430, 103, 75
202201270445, 121, 74
202201270500, 115, 81
202201270515, 125, 98
202201270530, 122, 75
202201270545, 114, 93
202201270600, 119, 97
202201270615, 109, 88
202201270630, 125, 92
202201270645, 120, 98
202201270700, 106, 90
202201270715, 115, 88
202201270730, 107, 98
202201270745, 101, 77
202201270800, 106, 98
