Organization : org2
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh <energy production in MWh>
202201140330, 118, 115
202201140345, 123, 95
202201140400, 110, 105
202201140415, 121, 115
202201140430, 121, 121
202201140445, 115, 102
202201140500, 108, 115
202201140515, 122, 118
202201140530, 131, 115
202201140545, 110, 108
202201140600, 110, 121
202201140615, 125, 102
202201140630, 114, 102
202201140645, 111, 105
202201140700, 111, 97
202201140715, 128, 109
202201140730, 105, 106
202201140745, 110, 107
202201140800, 132, 112
202201140815, 134, 124
202201140830, 111, 102
202201140845, 134, 101
202201140900, 107, 112
202201140915, 129, 99
202201140930, 105, 96
202201140945, 114, 101
202201141000, 134, 113
202201141015, 116, 103
202201141030, 125, 122
202201141045, 128, 96
202201141100, 113, 100
202201141115, 134, 108
202201141130, 124, 107
202201141145, 134, 116
202201141200, 134, 103
202201141215, 123, 99
202201141230, 122, 119
202201141245, 122, 108
202201141300, 112, 118
202201141315, 122, 105
202201141330, 129, 104
202201141345, 105, 103
202201141400, 128, 120
202201141415, 110, 102
202201141430, 133, 111
202201141445, 114, 111
202201141500, 134, 121
202201141515, 126, 100
202201141530, 114, 102
202201141545, 132, 124
202201141600, 114, 105
202201141615, 127, 117
202201141630, 130, 101
202201141645, 131, 99
202201141700, 117, 115
202201141715, 105, 106
202201141730, 115, 99
202201141745, 120, 95
202201141800, 109, 105
202201141815, 113, 115
202201141830, 126, 113
202201141845, 123, 116
202201141900, 111, 116
202201141915, 122, 115
202201141930, 119, 99
202201141945, 131, 124
202201142000, 118, 111
202201142015, 134, 112
202201142030, 108, 102
202201142045, 110, 122
202201142100, 115, 114
202201142115, 121, 103
202201142130, 106, 116
202201142145, 108, 117
202201142200, 109, 113
202201142215, 125, 123
202201142230, 117, 110
202201142245, 107, 112
202201142300, 114, 119
202201142315, 105, 105
202201142330, 128, 123
202201142345, 105, 119
202201150000, 121, 99
202201150015, 105, 96
202201150030, 107, 115
202201150045, 131, 112
202201150100, 124, 98
202201150115, 106, 108
202201150130, 112, 123
202201150145, 120, 111
202201150200, 114, 101
202201150215, 122, 124
202201150230, 108, 121
202201150245, 114, 104
202201150300, 119, 103
202201150315, 134, 109
202201150330, 125, 119
202201150345, 107, 104
202201150400, 110, 112
202201150415, 107, 111
202201150430, 115, 117
202201150445, 107, 99
202201150500, 119, 106
202201150515, 132, 114
202201150530, 110, 99
202201150545, 117, 107
202201150600, 121, 101
202201150615, 133, 124
202201150630, 107, 108
202201150645, 127, 95
202201150700, 129, 99
202201150715, 107, 117
202201150730, 114, 100
202201150745, 114, 117
202201150800, 122, 100
202201150815, 128, 114
202201150830, 119, 103
202201150845, 124, 101
202201150900, 125, 100
202201150915, 110, 102
202201150930, 106, 117
202201150945, 122, 98
202201151000, 126, 123
202201151015, 111, 99
202201151030, 126, 123
202201151045, 129, 121
202201151100, 120, 97
202201151115, 119, 100
202201151130, 129, 119
202201151145, 122, 120
202201151200, 131, 97
202201151215, 127, 97
202201151230, 107, 117
202201151245, 114, 110
202201151300, 117, 110
202201151315, 119, 105
202201151330, 125, 111
202201151345, 127, 106
202201151400, 129, 98
202201151415, 105, 96
202201151430, 110, 111
202201151445, 127, 96
202201151500, 128, 100
202201151515, 133, 106
202201151530, 129, 117
202201151545, 131, 113
202201151600, 124, 119
202201151615, 107, 107
202201151630, 105, 104
202201151645, 110, 122
202201151700, 127, 107
202201151715, 107, 101
202201151730, 134, 97
202201151745, 123, 105
202201151800, 114, 100
202201151815, 125, 106
202201151830, 116, 108
202201151845, 118, 109
202201151900, 133, 122
202201151915, 124, 105
202201151930, 105, 110
202201151945, 110, 108
202201152000, 114, 103
202201152015, 105, 117
202201152030, 131, 97
202201152045, 113, 107
202201152100, 123, 101
202201152115, 110, 123
202201152130, 126, 102
202201152145, 126, 106
202201152200, 130, 119
202201152215, 107, 120
202201152230, 133, 110
202201152245, 109, 122
202201152300, 111, 99
202201152315, 133, 101
202201152330, 106, 104
202201152345, 115, 110
202201160000, 132, 96
202201160015, 132, 109
202201160030, 126, 98
202201160045, 114, 112
202201160100, 109, 99
202201160115, 114, 119
202201160130, 126, 96
202201160145, 130, 115
202201160200, 118, 113
202201160215, 112, 114
202201160230, 113, 111
202201160245, 129, 100
202201160300, 127, 106
202201160315, 115, 116
202201160330, 133, 118
202201160345, 126, 121
202201160400, 118, 107
202201160415, 130, 116
202201160430, 130, 104
202201160445, 109, 100
202201160500, 116, 103
202201160515, 112, 119
202201160530, 133, 106
202201160545, 111, 104
202201160600, 128, 123
202201160615, 133, 97
202201160630, 116, 111
202201160645, 119, 108
202201160700, 134, 119
202201160715, 127, 111
202201160730, 110, 105
202201160745, 127, 99
202201160800, 126, 112
202201160815, 117, 108
202201160830, 129, 98
202201160845, 106, 118
202201160900, 111, 112
202201160915, 133, 119
202201160930, 127, 113
202201160945, 111, 95
202201161000, 129, 103
202201161015, 112, 98
202201161030, 107, 108
202201161045, 105, 110
202201161100, 109, 102
202201161115, 125, 110
202201161130, 132, 114
202201161145, 111, 108
202201161200, 130, 115
202201161215, 134, 122
202201161230, 122, 98
202201161245, 108, 109
202201161300, 105, 104
202201161315, 115, 113
202201161330, 122, 103
202201161345, 108, 102
202201161400, 131, 101
202201161415, 108, 109
202201161430, 124, 102
202201161445, 123, 97
202201161500, 117, 97
202201161515, 126, 97
202201161530, 126, 109
202201161545, 107, 102
202201161600, 124, 120
202201161615, 108, 101
202201161630, 120, 102
202201161645, 133, 113
202201161700, 128, 116
202201161715, 127, 114
202201161730, 111, 106
202201161745, 106, 116
202201161800, 131, 109
202201161815, 123, 110
202201161830, 126, 96
202201161845, 121, 120
202201161900, 105, 96
202201161915, 115, 108
202201161930, 107, 104
202201161945, 118, 100
202201162000, 109, 116
202201162015, 113, 102
202201162030, 108, 113
202201162045, 109, 106
202201162100, 131, 123
202201162115, 110, 105
202201162130, 109, 98
202201162145, 132, 118
202201162200, 129, 110
202201162215, 123, 112
202201162230, 131, 96
202201162245, 116, 105
202201162300, 109, 101
202201162315, 119, 119
202201162330, 118, 109
202201162345, 125, 120
202201170000, 125, 98
202201170015, 133, 115
202201170030, 113, 104
202201170045, 128, 108
202201170100, 123, 104
202201170115, 121, 118
202201170130, 118, 110
202201170145, 130, 110
202201170200, 131, 115
202201170215, 111, 100
202201170230, 124, 107
202201170245, 111, 109
202201170300, 108, 99
202201170315, 127, 103
202201170330, 119, 98
202201170345, 107, 121
202201170400, 122, 114
202201170415, 134, 122
202201170430, 108, 95
202201170445, 106, 112
202201170500, 131, 121
202201170515, 111, 114
202201170530, 107, 113
202201170545, 117, 101
202201170600, 117, 101
202201170615, 109, 103
202201170630, 130, 115
202201170645, 134, 100
202201170700, 117, 103
202201170715, 105, 97
202201170730, 111, 98
202201170745, 106, 122
202201170800, 131, 107
202201170815, 118, 114
202201170830, 129, 108
202201170845, 130, 108
202201170900, 119, 123
202201170915, 114, 100
202201170930, 105, 120
202201170945, 105, 113
202201171000, 130, 117
202201171015, 129, 107
202201171030, 119, 105
202201171045, 113, 97
202201171100, 130, 110
202201171115, 120, 121
202201171130, 127, 124
202201171145, 128, 103
202201171200, 130, 105
202201171215, 123, 102
202201171230, 108, 114
202201171245, 122, 109
202201171300, 109, 104
202201171315, 130, 100
202201171330, 109, 117
202201171345, 117, 105
202201171400, 131, 97
202201171415, 133, 104
202201171430, 116, 123
202201171445, 105, 112
202201171500, 120, 99
202201171515, 118, 96
202201171530, 115, 104
202201171545, 129, 108
202201171600, 106, 118
202201171615, 129, 120
202201171630, 110, 122
202201171645, 114, 114
202201171700, 117, 107
202201171715, 113, 95
202201171730, 120, 96
202201171745, 132, 111
202201171800, 106, 115
202201171815, 116, 102
202201171830, 110, 122
202201171845, 121, 95
202201171900, 127, 95
202201171915, 105, 101
202201171930, 124, 122
202201171945, 126, 104
202201172000, 106, 103
202201172015, 132, 118
202201172030, 107, 96
202201172045, 106, 119
202201172100, 128, 96
202201172115, 133, 118
202201172130, 117, 112
202201172145, 120, 118
202201172200, 126, 119
202201172215, 116, 122
202201172230, 110, 122
202201172245, 105, 101
202201172300, 133, 124
202201172315, 110, 119
202201172330, 126, 103
202201172345, 117, 95
202201180000, 113, 101
202201180015, 124, 102
202201180030, 114, 98
202201180045, 129, 123
202201180100, 114, 109
202201180115, 130, 99
202201180130, 132, 121
202201180145, 132, 110
202201180200, 106, 118
202201180215, 106, 122
202201180230, 112, 105
202201180245, 131, 101
202201180300, 117, 113
202201180315, 113, 108
202201180330, 126, 119
202201180345, 127, 115
202201180400, 106, 118
202201180415, 112, 110
202201180430, 105, 119
202201180445, 128, 108
202201180500, 122, 118
202201180515, 123, 97
202201180530, 123, 109
202201180545, 111, 103
202201180600, 125, 121
202201180615, 133, 115
202201180630, 120, 104
202201180645, 107, 100
202201180700, 130, 108
202201180715, 125, 119
202201180730, 133, 108
202201180745, 117, 105
202201180800, 126, 114
202201180815, 111, 111
202201180830, 111, 119
202201180845, 118, 112
202201180900, 128, 99
202201180915, 121, 124
202201180930, 133, 111
202201180945, 120, 124
202201181000, 109, 100
202201181015, 123, 105
202201181030, 127, 103
202201181045, 110, 122
202201181100, 134, 103
202201181115, 117, 117
202201181130, 131, 97
202201181145, 128, 118
202201181200, 126, 105
202201181215, 125, 105
202201181230, 106, 98
202201181245, 132, 116
202201181300, 112, 105
202201181315, 134, 103
202201181330, 109, 115
202201181345, 130, 121
202201181400, 128, 116
202201181415, 113, 114
202201181430, 127, 101
202201181445, 124, 119
202201181500, 118, 120
202201181515, 111, 119
202201181530, 115, 100
202201181545, 122, 119
202201181600, 120, 110
202201181615, 105, 104
202201181630, 122, 104
202201181645, 118, 104
202201181700, 127, 95
202201181715, 114, 97
202201181730, 113, 103
202201181745, 130, 110
202201181800, 120, 117
202201181815, 114, 105
202201181830, 121, 112
202201181845, 109, 114
202201181900, 124, 100
202201181915, 119, 99
202201181930, 132, 110
202201181945, 115, 109
202201182000, 122, 122
202201182015, 105, 103
202201182030, 117, 109
202201182045, 115, 96
202201182100, 115, 117
202201182115, 109, 105
202201182130, 128, 117
202201182145, 109, 99
202201182200, 120, 107
202201182215, 123, 112
202201182230, 127, 118
202201182245, 106, 97
202201182300, 121, 114
202201182315, 118, 100
202201182330, 117, 103
202201182345, 115, 109
202201190000, 124, 114
202201190015, 131, 121
202201190030, 106, 107
202201190045, 121, 106
202201190100, 132, 118
202201190115, 110, 107
202201190130, 123, 110
202201190145, 115, 96
202201190200, 128, 122
202201190215, 134, 98
202201190230, 132, 110
202201190245, 116, 122
202201190300, 115, 116
202201190315, 108, 111
202201190330, 120, 109
202201190345, 113, 124
202201190400, 129, 97
202201190415, 112, 102
202201190430, 129, 104
202201190445, 129, 97
202201190500, 113, 121
202201190515, 123, 116
202201190530, 123, 119
202201190545, 128, 113
202201190600, 131, 119
202201190615, 124, 106
202201190630, 118, 103
202201190645, 114, 95
202201190700, 111, 124
202201190715, 132, 106
202201190730, 109, 97
202201190745, 124, 122
202201190800, 117, 109
202201190815, 127, 97
202201190830, 106, 117
202201190845, 116, 95
202201190900, 128, 108
202201190915, 107, 113
202201190930, 125, 105
202201190945, 132, 122
202201191000, 128, 124
202201191015, 132, 108
202201191030, 111, 106
202201191045, 124, 117
202201191100, 105, 117
202201191115, 106, 120
202201191130, 125, 101
202201191145, 122, 112
202201191200, 114, 124
202201191215, 115, 110
202201191230, 117, 106
202201191245, 111, 113
202201191300, 128, 105
202201191315, 129, 101
202201191330, 113, 118
202201191345, 110, 108
202201191400, 131, 95
202201191415, 129, 95
202201191430, 123, 110
202201191445, 115, 112
202201191500, 109, 95
202201191515, 121, 109
202201191530, 113, 98
202201191545, 117, 111
202201191600, 118, 102
202201191615, 127, 122
202201191630, 111, 100
202201191645, 120, 109
202201191700, 115, 96
202201191715, 112, 119
202201191730, 131, 103
202201191745, 133, 108
202201191800, 105, 97
202201191815, 133, 108
202201191830, 122, 109
202201191845, 107, 112
202201191900, 131, 124
202201191915, 125, 97
202201191930, 133, 99
202201191945, 117, 97
202201192000, 127, 109
202201192015, 109, 99
202201192030, 116, 119
202201192045, 117, 102
202201192100, 130, 103
202201192115, 124, 101
202201192130, 111, 103
202201192145, 112, 96
202201192200, 129, 117
202201192215, 110, 123
202201192230, 116, 112
202201192245, 106, 98
202201192300, 119, 99
202201192315, 125, 115
202201192330, 126, 98
202201192345, 128, 113
202201200000, 119, 124
202201200015, 114, 124
202201200030, 115, 110
202201200045, 115, 109
202201200100, 128, 109
202201200115, 107, 102
202201200130, 119, 100
202201200145, 108, 114
202201200200, 134, 102
202201200215, 121, 121
202201200230, 133, 116
202201200245, 134, 101
202201200300, 130, 119
202201200315, 123, 117
202201200330, 120, 98
202201200345, 112, 124
202201200400, 115, 100
202201200415, 108, 105
202201200430, 110, 113
202201200445, 132, 97
202201200500, 110, 105
202201200515, 126, 121
202201200530, 122, 99
202201200545, 107, 122
202201200600, 116, 112
202201200615, 107, 96
202201200630, 107, 122
202201200645, 115, 121
202201200700, 115, 121
202201200715, 133, 121
202201200730, 115, 117
202201200745, 115, 117
202201200800, 109, 103
202201200815, 116, 124
202201200830, 113, 116
202201200845, 133, 98
202201200900, 105, 110
202201200915, 129, 102
202201200930, 115, 104
202201200945, 118, 100
202201201000, 117, 122
202201201015, 127, 107
202201201030, 123, 118
202201201045, 131, 119
202201201100, 108, 114
202201201115, 124, 122
202201201130, 125, 102
202201201145, 114, 110
202201201200, 118, 97
202201201215, 112, 101
202201201230, 117, 117
202201201245, 119, 118
202201201300, 126, 115
202201201315, 125, 95
202201201330, 105, 103
202201201345, 115, 113
202201201400, 133, 115
202201201415, 124, 98
202201201430, 117, 102
202201201445, 118, 100
202201201500, 125, 107
202201201515, 113, 120
202201201530, 123, 119
202201201545, 124, 117
202201201600, 108, 117
202201201615, 132, 102
202201201630, 134, 113
202201201645, 122, 118
202201201700, 126, 100
202201201715, 106, 120
202201201730, 115, 123
202201201745, 134, 118
202201201800, 125, 119
202201201815, 105, 98
202201201830, 131, 110
202201201845, 122, 95
202201201900, 134, 115
202201201915, 127, 119
202201201930, 109, 119
202201201945, 128, 96
202201202000, 133, 115
202201202015, 125, 121
202201202030, 109, 116
202201202045, 131, 114
202201202100, 130, 119
202201202115, 105, 119
202201202130, 132, 117
202201202145, 131, 103
202201202200, 134, 96
202201202215, 109, 114
202201202230, 129, 97
202201202245, 124, 117
202201202300, 115, 118
202201202315, 125, 105
202201202330, 129, 124
202201202345, 117, 111
202201210000, 119, 123
202201210015, 125, 122
202201210030, 121, 114
202201210045, 134, 106
202201210100, 112, 111
202201210115, 125, 96
202201210130, 116, 96
202201210145, 124, 111
202201210200, 121, 95
202201210215, 125, 111
202201210230, 110, 95
202201210245, 118, 118
202201210300, 133, 120
202201210315, 109, 112
202201210330, 128, 106
202201210345, 110, 118
202201210400, 128, 111
202201210415, 121, 97
202201210430, 124, 111
202201210445, 132, 108
202201210500, 106, 115
202201210515, 129, 116
202201210530, 122, 105
202201210545, 121, 99
202201210600, 113, 115
202201210615, 105, 101
202201210630, 123, 112
202201210645, 125, 124
202201210700, 134, 108
202201210715, 129, 118
202201210730, 115, 119
202201210745, 114, 117
202201210800, 125, 114
202201210815, 122, 115
202201210830, 128, 111
202201210845, 119, 122
202201210900, 121, 118
202201210915, 117, 112
202201210930, 133, 124
202201210945, 129, 111
202201211000, 129, 119
202201211015, 117, 124
202201211030, 106, 97
202201211045, 113, 109
202201211100, 109, 121
202201211115, 128, 105
202201211130, 125, 99
202201211145, 122, 97
202201211200, 134, 96
202201211215, 117, 117
202201211230, 105, 116
202201211245, 129, 116
202201211300, 125, 110
202201211315, 127, 101
202201211330, 126, 110
202201211345, 111, 110
202201211400, 108, 116
202201211415, 112, 110
202201211430, 107, 115
202201211445, 126, 97
202201211500, 113, 117
202201211515, 128, 103
202201211530, 119, 102
202201211545, 112, 113
202201211600, 127, 98
202201211615, 119, 119
202201211630, 113, 120
202201211645, 110, 106
202201211700, 115, 119
202201211715, 124, 97
202201211730, 117, 121
202201211745, 123, 115
202201211800, 111, 102
202201211815, 126, 96
202201211830, 114, 104
202201211845, 110, 95
202201211900, 117, 122
202201211915, 130, 109
202201211930, 109, 110
202201211945, 108, 100
202201212000, 134, 116
202201212015, 113, 104
202201212030, 116, 103
202201212045, 127, 98
202201212100, 128, 95
202201212115, 120, 122
202201212130, 105, 112
202201212145, 113, 104
202201212200, 133, 110
202201212215, 116, 100
202201212230, 113, 114
202201212245, 107, 96
202201212300, 125, 112
202201212315, 118, 120
202201212330, 111, 107
202201212345, 114, 115
202201220000, 111, 124
202201220015, 108, 109
202201220030, 112, 103
202201220045, 125, 104
202201220100, 121, 114
202201220115, 112, 102
202201220130, 123, 117
202201220145, 114, 95
202201220200, 126, 97
202201220215, 131, 105
202201220230, 117, 100
202201220245, 118, 111
202201220300, 118, 122
202201220315, 118, 112
202201220330, 111, 103
202201220345, 134, 103
202201220400, 106, 123
202201220415, 112, 95
202201220430, 113, 105
202201220445, 126, 101
202201220500, 113, 98
202201220515, 123, 122
202201220530, 114, 103
202201220545, 115, 122
202201220600, 115, 106
202201220615, 122, 124
202201220630, 123, 105
202201220645, 127, 109
202201220700, 124, 107
202201220715, 106, 97
202201220730, 134, 121
202201220745, 115, 115
202201220800, 132, 121
202201220815, 109, 112
202201220830, 134, 116
202201220845, 111, 102
202201220900, 118, 124
202201220915, 119, 98
202201220930, 123, 118
202201220945, 117, 111
202201221000, 127, 120
202201221015, 129, 104
202201221030, 105, 122
202201221045, 115, 106
202201221100, 120, 107
202201221115, 119, 123
202201221130, 113, 103
202201221145, 109, 108
202201221200, 112, 107
202201221215, 112, 115
202201221230, 119, 101
202201221245, 122, 117
202201221300, 127, 106
202201221315, 132, 117
202201221330, 123, 113
202201221345, 112, 101
202201221400, 109, 118
202201221415, 118, 114
202201221430, 125, 115
202201221445, 126, 112
202201221500, 126, 110
202201221515, 127, 107
202201221530, 132, 113
202201221545, 119, 108
202201221600, 131, 96
202201221615, 120, 101
202201221630, 108, 113
202201221645, 128, 105
202201221700, 127, 106
202201221715, 105, 120
202201221730, 113, 101
202201221745, 110, 101
202201221800, 105, 119
202201221815, 134, 97
202201221830, 113, 101
202201221845, 117, 106
202201221900, 107, 96
202201221915, 126, 103
202201221930, 119, 96
202201221945, 129, 105
202201222000, 133, 115
202201222015, 133, 110
202201222030, 124, 116
202201222045, 112, 119
202201222100, 122, 123
202201222115, 111, 122
202201222130, 107, 119
202201222145, 107, 99
202201222200, 131, 103
202201222215, 114, 113
202201222230, 110, 106
202201222245, 112, 121
202201222300, 116, 120
202201222315, 132, 117
202201222330, 116, 116
202201222345, 134, 122
202201230000, 110, 113
202201230015, 129, 109
202201230030, 117, 119
202201230045, 111, 119
202201230100, 109, 109
202201230115, 106, 112
202201230130, 107, 97
202201230145, 106, 122
202201230200, 133, 117
202201230215, 108, 95
202201230230, 131, 110
202201230245, 109, 122
202201230300, 129, 111
202201230315, 114, 114
202201230330, 114, 115
202201230345, 107, 123
202201230400, 112, 97
202201230415, 120, 109
202201230430, 130, 115
202201230445, 117, 124
202201230500, 115, 107
202201230515, 116, 111
202201230530, 108, 123
202201230545, 116, 124
202201230600, 129, 97
202201230615, 105, 105
202201230630, 125, 105
202201230645, 125, 114
202201230700, 107, 113
202201230715, 106, 95
202201230730, 128, 105
202201230745, 105, 95
202201230800, 120, 99
202201230815, 132, 116
202201230830, 134, 99
202201230845, 114, 97
202201230900, 129, 119
202201230915, 115, 111
202201230930, 123, 122
202201230945, 109, 113
202201231000, 131, 101
202201231015, 112, 95
202201231030, 128, 124
202201231045, 108, 100
202201231100, 117, 102
202201231115, 119, 103
202201231130, 133, 113
202201231145, 127, 110
202201231200, 134, 100
202201231215, 130, 99
202201231230, 123, 108
202201231245, 110, 123
202201231300, 119, 111
202201231315, 119, 113
202201231330, 120, 116
202201231345, 132, 115
202201231400, 127, 118
202201231415, 110, 96
202201231430, 117, 109
202201231445, 126, 111
202201231500, 106, 111
202201231515, 125, 105
202201231530, 130, 98
202201231545, 110, 111
202201231600, 115, 108
202201231615, 130, 114
202201231630, 107, 120
202201231645, 111, 106
202201231700, 113, 122
202201231715, 131, 123
202201231730, 124, 109
202201231745, 115, 110
202201231800, 115, 109
202201231815, 128, 97
202201231830, 129, 100
202201231845, 105, 111
202201231900, 122, 124
202201231915, 115, 111
202201231930, 124, 115
202201231945, 105, 106
202201232000, 115, 121
202201232015, 116, 118
202201232030, 122, 96
202201232045, 116, 96
202201232100, 106, 98
202201232115, 121, 117
202201232130, 128, 111
202201232145, 107, 102
202201232200, 113, 115
202201232215, 127, 115
202201232230, 113, 109
202201232245, 117, 115
202201232300, 115, 116
202201232315, 108, 119
202201232330, 130, 124
202201232345, 131, 98
202201240000, 124, 107
202201240015, 111, 105
202201240030, 119, 119
202201240045, 121, 123
202201240100, 127, 98
202201240115, 105, 123
202201240130, 116, 106
202201240145, 133, 122
202201240200, 131, 118
202201240215, 124, 103
202201240230, 132, 95
202201240245, 119, 111
202201240300, 108, 111
202201240315, 110, 110
202201240330, 115, 117
202201240345, 134, 123
202201240400, 124, 124
202201240415, 121, 114
202201240430, 129, 95
202201240445, 111, 121
202201240500, 118, 97
202201240515, 110, 95
202201240530, 114, 105
202201240545, 109, 116
202201240600, 128, 122
202201240615, 106, 121
202201240630, 122, 110
202201240645, 107, 100
202201240700, 129, 113
202201240715, 128, 120
202201240730, 122, 123
202201240745, 115, 113
202201240800, 109, 95
202201240815, 118, 95
202201240830, 118, 95
202201240845, 118, 96
202201240900, 131, 110
202201240915, 109, 96
202201240930, 111, 104
202201240945, 134, 122
202201241000, 117, 95
202201241015, 105, 105
202201241030, 127, 101
202201241045, 118, 109
202201241100, 129, 122
202201241115, 115, 121
202201241130, 116, 119
202201241145, 127, 115
202201241200, 127, 98
202201241215, 117, 95
202201241230, 115, 100
202201241245, 105, 115
202201241300, 105, 109
202201241315, 129, 99
202201241330, 121, 100
202201241345, 130, 117
202201241400, 114, 113
202201241415, 133, 100
202201241430, 127, 121
202201241445, 118, 109
202201241500, 134, 113
202201241515, 110, 118
202201241530, 122, 123
202201241545, 134, 96
202201241600, 123, 101
202201241615, 112, 96
202201241630, 129, 115
202201241645, 106, 104
202201241700, 107, 111
202201241715, 115, 103
202201241730, 128, 111
202201241745, 105, 100
202201241800, 130, 118
202201241815, 107, 108
202201241830, 132, 109
202201241845, 124, 96
202201241900, 130, 109
202201241915, 130, 122
202201241930, 131, 117
202201241945, 119, 124
202201242000, 105, 106
202201242015, 109, 124
202201242030, 128, 120
202201242045, 114, 105
202201242100, 110, 98
202201242115, 134, 117
202201242130, 129, 99
202201242145, 107, 121
202201242200, 112, 108
202201242215, 112, 99
202201242230, 127, 98
202201242245, 121, 107
202201242300, 133, 95
202201242315, 108, 119
202201242330, 116, 97
202201242345, 120, 121
202201250000, 126, 103
202201250015, 105, 109
202201250030, 125, 101
202201250045, 131, 114
202201250100, 112, 114
202201250115, 115, 111
202201250130, 108, 118
202201250145, 107, 111
202201250200, 134, 106
202201250215, 110, 95
202201250230, 110, 115
202201250245, 109, 114
202201250300, 113, 100
202201250315, 110, 119
202201250330, 112, 113
202201250345, 120, 124
202201250400, 134, 96
202201250415, 112, 99
202201250430, 107, 103
202201250445, 105, 109
202201250500, 116, 114
202201250515, 121, 117
202201250530, 132, 95
202201250545, 112, 98
202201250600, 110, 98
202201250615, 109, 115
202201250630, 115, 97
202201250645, 130, 123
202201250700, 114, 112
202201250715, 134, 106
202201250730, 106, 112
202201250745, 131, 112
202201250800, 109, 114
202201250815, 114, 111
202201250830, 133, 104
202201250845, 118, 116
202201250900, 128, 120
202201250915, 129, 114
202201250930, 132, 105
202201250945, 115, 102
202201251000, 105, 101
202201251015, 112, 97
202201251030, 119, 98
202201251045, 122, 108
202201251100, 105, 115
202201251115, 130, 107
202201251130, 109, 99
202201251145, 109, 120
202201251200, 121, 120
202201251215, 115, 111
202201251230, 128, 120
202201251245, 107, 119
202201251300, 110, 100
202201251315, 133, 122
202201251330, 106, 119
202201251345, 105, 110
202201251400, 128, 99
202201251415, 119, 95
202201251430, 132, 117
202201251445, 106, 114
202201251500, 129, 120
202201251515, 119, 114
202201251530, 133, 117
202201251545, 133, 107
202201251600, 125, 114
202201251615, 124, 117
202201251630, 112, 100
202201251645, 121, 113
202201251700, 123, 114
202201251715, 123, 107
202201251730, 132, 106
202201251745, 120, 122
202201251800, 108, 121
202201251815, 115, 100
202201251830, 121, 100
202201251845, 111, 122
202201251900, 132, 122
202201251915, 106, 110
202201251930, 121, 112
202201251945, 123, 120
202201252000, 127, 124
202201252015, 112, 119
202201252030, 129, 124
202201252045, 120, 113
202201252100, 128, 114
202201252115, 125, 120
202201252130, 111, 112
202201252145, 109, 102
202201252200, 110, 101
202201252215, 117, 117
202201252230, 111, 120
202201252245, 110, 107
202201252300, 120, 124
202201252315, 105, 116
202201252330, 111, 118
202201252345, 110, 101
202201260000, 128, 104
202201260015, 106, 107
202201260030, 111, 124
202201260045, 126, 122
202201260100, 131, 97
202201260115, 122, 107
202201260130, 106, 99
202201260145, 122, 114
202201260200, 115, 97
202201260215, 110, 112
202201260230, 115, 109
202201260245, 106, 97
202201260300, 107, 110
202201260315, 134, 108
202201260330, 106, 113
202201260345, 110, 96
202201260400, 114, 123
202201260415, 128, 113
202201260430, 105, 119
202201260445, 113, 97
202201260500, 133, 95
202201260515, 110, 110
202201260530, 117, 122
202201260545, 113, 123
202201260600, 133, 98
202201260615, 129, 104
202201260630, 122, 112
202201260645, 121, 113
202201260700, 112, 123
202201260715, 107, 117
202201260730, 133, 98
202201260745, 118, 117
202201260800, 115, 100
202201260815, 107, 115
202201260830, 118, 100
202201260845, 114, 118
202201260900, 131, 102
202201260915, 128, 118
202201260930, 134, 95
202201260945, 115, 97
202201261000, 106, 104
202201261015, 106, 113
202201261030, 118, 110
202201261045, 105, 98
202201261100, 108, 116
202201261115, 109, 99
202201261130, 114, 97
202201261145, 134, 96
202201261200, 127, 99
202201261215, 117, 102
202201261230, 123, 111
202201261245, 117, 108
202201261300, 134, 110
202201261315, 114, 119
202201261330, 110, 121
202201261345, 130, 102
202201261400, 134, 117
202201261415, 115, 114
202201261430, 128, 98
202201261445, 107, 109
202201261500, 132, 95
202201261515, 108, 124
202201261530, 131, 100
202201261545, 123, 124
202201261600, 119, 104
202201261615, 114, 118
202201261630, 109, 113
202201261645, 133, 120
202201261700, 116, 103
202201261715, 124, 113
202201261730, 123, 115
202201261745, 126, 121
202201261800, 123, 106
202201261815, 125, 105
202201261830, 121, 99
202201261845, 113, 110
202201261900, 127, 102
202201261915, 131, 103
202201261930, 116, 95
202201261945, 120, 95
202201262000, 109, 124
202201262015, 125, 107
202201262030, 130, 103
202201262045, 106, 105
202201262100, 110, 101
202201262115, 108, 103
202201262130, 114, 123
202201262145, 132, 116
202201262200, 109, 101
202201262215, 116, 111
202201262230, 120, 120
202201262245, 107, 95
202201262300, 120, 103
202201262315, 130, 118
202201262330, 107, 100
202201262345, 106, 96
202201270000, 119, 116
202201270015, 113, 115
202201270030, 120, 109
202201270045, 113, 123
202201270100, 132, 100
202201270115, 106, 104
202201270130, 124, 112
202201270145, 125, 121
202201270200, 126, 110
202201270215, 130, 102
202201270230, 124, 100
202201270245, 126, 122
202201270300, 123, 124
202201270315, 134, 101
202201270330, 115, 116
202201270345, 115, 121
202201270400, 106, 96
202201270415, 117, 95
202201270430, 119, 113
202201270445, 127, 100
202201270500, 124, 116
202201270515, 130, 117
202201270530, 125, 109
202201270545, 108, 120
202201270600, 105, 104
202201270615, 108, 112
202201270630, 116, 106
202201270645, 134, 98
202201270700, 126, 99
202201270715, 118, 106
202201270730, 114, 98
202201270745, 123, 117
202201270800, 111, 110
