Organization : org1
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy production power in MW>
202101190245, 109
202101190300, 116
202101190315, 100
202101190330, 103
202101190345, 127
202101190400, 129
202101190415, 113
202101190430, 104
202101190445, 117
202101190500, 112
202101190515, 118
202101190530, 113
202101190545, 115
202101190600, 123
202101190615, 129
202101190630, 118
202101190645, 119
202101190700, 121
202101190715, 124
202101190730, 114
202101190745, 129
202101190800, 124
202101190815, 110
202101190830, 127
202101190845, 109
202101190900, 105
202101190915, 106
202101190930, 115
202101190945, 113
202101191000, 119
202101191015, 109
202101191030, 110
202101191045, 120
202101191100, 106
202101191115, 107
202101191130, 112
202101191145, 105
202101191200, 107
202101191215, 103
202101191230, 100
202101191245, 118
202101191300, 122
202101191315, 105
202101191330, 100
202101191345, 106
202101191400, 111
202101191415, 102
202101191430, 126
202101191445, 128
202101191500, 102
202101191515, 111
202101191530, 111
202101191545, 122
202101191600, 128
202101191615, 123
202101191630, 126
202101191645, 109
202101191700, 124
202101191715, 122
202101191730, 115
202101191745, 114
202101191800, 115
202101191815, 126
202101191830, 129
202101191845, 108
202101191900, 101
202101191915, 107
202101191930, 127
202101191945, 124
202101192000, 101
202101192015, 104
202101192030, 103
202101192045, 118
202101192100, 125
202101192115, 115
202101192130, 126
202101192145, 122
202101192200, 126
202101192215, 122
202101192230, 115
202101192245, 128
202101192300, 101
202101192315, 127
202101192330, 100
202101192345, 112
202101200000, 102
202101200015, 109
202101200030, 126
202101200045, 123
202101200100, 109
202101200115, 100
202101200130, 106
202101200145, 114
202101200200, 109
202101200215, 106
202101200230, 104
202101200245, 115
202101200300, 122
202101200315, 122
202101200330, 112
202101200345, 122
202101200400, 102
202101200415, 129
202101200430, 110
202101200445, 119
202101200500, 107
202101200515, 115
202101200530, 113
202101200545, 126
202101200600, 121
202101200615, 121
202101200630, 122
202101200645, 109
202101200700, 104
202101200715, 117
202101200730, 125
202101200745, 128
202101200800, 111
202101200815, 123
202101200830, 113
202101200845, 110
202101200900, 125
202101200915, 112
202101200930, 109
202101200945, 105
202101201000, 100
202101201015, 103
202101201030, 122
202101201045, 103
202101201100, 112
202101201115, 124
202101201130, 124
202101201145, 114
202101201200, 103
202101201215, 117
202101201230, 103
202101201245, 117
202101201300, 104
202101201315, 123
202101201330, 102
202101201345, 113
202101201400, 122
202101201415, 123
202101201430, 109
202101201445, 120
202101201500, 109
202101201515, 126
202101201530, 121
202101201545, 108
202101201600, 124
202101201615, 111
202101201630, 111
202101201645, 113
202101201700, 127
202101201715, 126
202101201730, 124
202101201745, 109
202101201800, 101
202101201815, 109
202101201830, 108
202101201845, 125
202101201900, 125
202101201915, 101
202101201930, 106
202101201945, 120
202101202000, 112
202101202015, 113
202101202030, 110
202101202045, 101
202101202100, 101
202101202115, 122
202101202130, 116
202101202145, 101
202101202200, 112
202101202215, 104
202101202230, 113
202101202245, 101
202101202300, 119
202101202315, 120
202101202330, 126
202101202345, 117
202101210000, 116
202101210015, 120
202101210030, 120
202101210045, 127
202101210100, 116
202101210115, 108
202101210130, 114
202101210145, 108
202101210200, 110
202101210215, 114
202101210230, 110
202101210245, 102
202101210300, 124
202101210315, 110
202101210330, 105
202101210345, 102
202101210400, 102
202101210415, 109
202101210430, 107
202101210445, 108
202101210500, 108
202101210515, 108
202101210530, 106
202101210545, 104
202101210600, 106
202101210615, 122
202101210630, 121
202101210645, 101
202101210700, 114
202101210715, 122
202101210730, 123
202101210745, 129
202101210800, 121
202101210815, 128
202101210830, 128
202101210845, 126
202101210900, 103
202101210915, 125
202101210930, 121
202101210945, 104
202101211000, 102
202101211015, 115
202101211030, 108
202101211045, 117
202101211100, 112
202101211115, 111
202101211130, 124
202101211145, 119
202101211200, 108
202101211215, 102
202101211230, 104
202101211245, 123
202101211300, 108
202101211315, 125
202101211330, 118
202101211345, 128
202101211400, 100
202101211415, 115
202101211430, 118
202101211445, 113
202101211500, 118
202101211515, 129
202101211530, 113
202101211545, 115
202101211600, 121
202101211615, 118
202101211630, 126
202101211645, 105
202101211700, 115
202101211715, 117
202101211730, 115
202101211745, 109
202101211800, 115
202101211815, 115
202101211830, 117
202101211845, 106
202101211900, 113
202101211915, 104
202101211930, 114
202101211945, 101
202101212000, 104
202101212015, 105
202101212030, 111
202101212045, 125
202101212100, 105
202101212115, 124
202101212130, 111
202101212145, 124
202101212200, 113
202101212215, 125
202101212230, 115
202101212245, 122
202101212300, 104
202101212315, 120
202101212330, 103
202101212345, 124
202101220000, 107
202101220015, 129
202101220030, 100
202101220045, 115
202101220100, 102
202101220115, 111
202101220130, 125
202101220145, 129
202101220200, 112
202101220215, 121
202101220230, 108
202101220245, 102
202101220300, 124
202101220315, 115
202101220330, 116
202101220345, 114
202101220400, 120
202101220415, 129
202101220430, 128
202101220445, 113
202101220500, 115
202101220515, 111
202101220530, 102
202101220545, 107
202101220600, 110
202101220615, 105
202101220630, 129
202101220645, 109
202101220700, 117
202101220715, 120
202101220730, 121
202101220745, 117
202101220800, 122
202101220815, 120
202101220830, 116
202101220845, 117
202101220900, 117
202101220915, 123
202101220930, 111
202101220945, 126
202101221000, 101
202101221015, 114
202101221030, 127
202101221045, 108
202101221100, 112
202101221115, 124
202101221130, 112
202101221145, 122
202101221200, 115
202101221215, 118
202101221230, 118
202101221245, 112
202101221300, 106
202101221315, 107
202101221330, 121
202101221345, 120
202101221400, 125
202101221415, 105
202101221430, 104
202101221445, 109
202101221500, 114
202101221515, 102
202101221530, 114
202101221545, 125
202101221600, 101
202101221615, 116
202101221630, 125
202101221645, 125
202101221700, 125
202101221715, 128
202101221730, 104
202101221745, 116
202101221800, 110
202101221815, 124
202101221830, 115
202101221845, 101
202101221900, 128
202101221915, 115
202101221930, 129
202101221945, 101
202101222000, 124
202101222015, 105
202101222030, 108
202101222045, 109
202101222100, 100
202101222115, 112
202101222130, 102
202101222145, 124
202101222200, 122
202101222215, 101
202101222230, 103
202101222245, 106
202101222300, 109
202101222315, 124
202101222330, 105
202101222345, 110
202101230000, 127
202101230015, 119
202101230030, 107
202101230045, 125
202101230100, 114
202101230115, 125
202101230130, 126
202101230145, 121
202101230200, 119
202101230215, 116
202101230230, 120
202101230245, 111
202101230300, 117
202101230315, 127
202101230330, 126
202101230345, 106
202101230400, 106
202101230415, 103
202101230430, 128
202101230445, 115
202101230500, 102
202101230515, 108
202101230530, 116
202101230545, 111
202101230600, 123
202101230615, 111
202101230630, 123
202101230645, 100
202101230700, 115
202101230715, 106
202101230730, 108
202101230745, 104
202101230800, 129
202101230815, 101
202101230830, 103
202101230845, 101
202101230900, 117
202101230915, 122
202101230930, 114
202101230945, 112
202101231000, 100
202101231015, 104
202101231030, 119
202101231045, 121
202101231100, 120
202101231115, 118
202101231130, 121
202101231145, 123
202101231200, 111
202101231215, 101
202101231230, 126
202101231245, 113
202101231300, 124
202101231315, 120
202101231330, 129
202101231345, 119
202101231400, 104
202101231415, 118
202101231430, 100
202101231445, 113
202101231500, 114
202101231515, 110
202101231530, 112
202101231545, 125
202101231600, 104
202101231615, 112
202101231630, 111
202101231645, 125
202101231700, 106
202101231715, 110
202101231730, 126
202101231745, 128
202101231800, 118
202101231815, 115
202101231830, 121
202101231845, 125
202101231900, 126
202101231915, 112
202101231930, 117
202101231945, 129
202101232000, 107
202101232015, 109
202101232030, 129
202101232045, 114
202101232100, 111
202101232115, 126
202101232130, 116
202101232145, 115
202101232200, 126
202101232215, 126
202101232230, 111
202101232245, 117
202101232300, 108
202101232315, 103
202101232330, 118
202101232345, 110
202101240000, 111
202101240015, 127
202101240030, 120
202101240045, 122
202101240100, 109
202101240115, 125
202101240130, 124
202101240145, 118
202101240200, 121
202101240215, 112
202101240230, 105
202101240245, 100
202101240300, 108
202101240315, 110
202101240330, 116
202101240345, 113
202101240400, 101
202101240415, 114
202101240430, 114
202101240445, 101
202101240500, 112
202101240515, 119
202101240530, 103
202101240545, 125
202101240600, 114
202101240615, 108
202101240630, 116
202101240645, 120
202101240700, 102
202101240715, 124
202101240730, 119
202101240745, 109
202101240800, 110
202101240815, 129
202101240830, 100
202101240845, 116
202101240900, 115
202101240915, 114
202101240930, 117
202101240945, 104
202101241000, 100
202101241015, 102
202101241030, 114
202101241045, 102
202101241100, 111
202101241115, 113
202101241130, 106
202101241145, 103
202101241200, 103
202101241215, 122
202101241230, 118
202101241245, 107
202101241300, 128
202101241315, 119
202101241330, 101
202101241345, 112
202101241400, 109
202101241415, 111
202101241430, 108
202101241445, 107
202101241500, 120
202101241515, 114
202101241530, 123
202101241545, 127
202101241600, 104
202101241615, 102
202101241630, 108
202101241645, 116
202101241700, 126
202101241715, 119
202101241730, 105
202101241745, 116
202101241800, 116
202101241815, 109
202101241830, 109
202101241845, 118
202101241900, 123
202101241915, 110
202101241930, 119
202101241945, 109
202101242000, 125
202101242015, 110
202101242030, 127
202101242045, 111
202101242100, 106
202101242115, 115
202101242130, 112
202101242145, 128
202101242200, 109
202101242215, 112
202101242230, 124
202101242245, 111
202101242300, 100
202101242315, 127
202101242330, 110
202101242345, 126
202101250000, 112
202101250015, 111
202101250030, 126
202101250045, 100
202101250100, 104
202101250115, 107
202101250130, 110
202101250145, 122
202101250200, 106
202101250215, 128
202101250230, 119
202101250245, 109
202101250300, 127
202101250315, 122
202101250330, 125
202101250345, 112
202101250400, 103
202101250415, 101
202101250430, 122
202101250445, 106
202101250500, 126
202101250515, 123
202101250530, 117
202101250545, 120
202101250600, 121
202101250615, 116
202101250630, 122
202101250645, 120
202101250700, 118
202101250715, 100
202101250730, 125
202101250745, 126
202101250800, 111
202101250815, 126
202101250830, 114
202101250845, 128
202101250900, 129
202101250915, 129
202101250930, 123
202101250945, 126
202101251000, 129
202101251015, 118
202101251030, 113
202101251045, 114
202101251100, 106
202101251115, 121
202101251130, 110
202101251145, 115
202101251200, 126
202101251215, 100
202101251230, 106
202101251245, 107
202101251300, 107
202101251315, 129
202101251330, 110
202101251345, 115
202101251400, 109
202101251415, 114
202101251430, 125
202101251445, 102
202101251500, 117
202101251515, 107
202101251530, 129
202101251545, 102
202101251600, 128
202101251615, 115
202101251630, 119
202101251645, 111
202101251700, 112
202101251715, 115
202101251730, 116
202101251745, 112
202101251800, 128
202101251815, 104
202101251830, 102
202101251845, 115
202101251900, 117
202101251915, 118
202101251930, 128
202101251945, 102
202101252000, 117
202101252015, 105
202101252030, 119
202101252045, 123
202101252100, 119
202101252115, 116
202101252130, 126
202101252145, 115
202101252200, 106
202101252215, 117
202101252230, 128
202101252245, 124
202101252300, 106
202101252315, 101
202101252330, 125
202101252345, 114
202101260000, 113
202101260015, 113
202101260030, 122
202101260045, 128
202101260100, 116
202101260115, 127
202101260130, 118
202101260145, 106
202101260200, 118
202101260215, 118
202101260230, 119
202101260245, 125
202101260300, 118
202101260315, 128
202101260330, 101
202101260345, 122
202101260400, 122
202101260415, 102
202101260430, 122
202101260445, 104
202101260500, 107
202101260515, 103
202101260530, 120
202101260545, 118
202101260600, 111
202101260615, 109
202101260630, 121
202101260645, 108
202101260700, 108
202101260715, 111
202101260730, 124
202101260745, 110
202101260800, 108
202101260815, 111
202101260830, 128
202101260845, 104
202101260900, 125
202101260915, 104
202101260930, 115
202101260945, 125
202101261000, 126
202101261015, 107
202101261030, 128
202101261045, 103
202101261100, 128
202101261115, 116
202101261130, 121
202101261145, 125
202101261200, 108
202101261215, 100
202101261230, 105
202101261245, 129
202101261300, 126
202101261315, 125
202101261330, 123
202101261345, 118
202101261400, 113
202101261415, 124
202101261430, 117
202101261445, 125
202101261500, 108
202101261515, 108
202101261530, 111
202101261545, 121
202101261600, 120
202101261615, 120
202101261630, 116
202101261645, 114
202101261700, 128
202101261715, 103
202101261730, 123
202101261745, 122
202101261800, 118
202101261815, 104
202101261830, 121
202101261845, 110
202101261900, 113
202101261915, 111
202101261930, 129
202101261945, 119
202101262000, 100
202101262015, 126
202101262030, 115
202101262045, 128
202101262100, 125
202101262115, 102
202101262130, 102
202101262145, 104
202101262200, 124
202101262215, 120
202101262230, 124
202101262245, 123
202101262300, 107
202101262315, 125
202101262330, 112
202101262345, 103
202101270000, 117
202101270015, 125
202101270030, 117
202101270045, 123
202101270100, 109
202101270115, 107
202101270130, 123
202101270145, 101
202101270200, 100
202101270215, 129
202101270230, 107
202101270245, 115
202101270300, 113
202101270315, 127
202101270330, 128
202101270345, 122
202101270400, 121
202101270415, 120
202101270430, 126
202101270445, 118
202101270500, 111
202101270515, 112
202101270530, 109
202101270545, 120
202101270600, 125
202101270615, 114
202101270630, 125
202101270645, 106
202101270700, 110
202101270715, 126
202101270730, 121
202101270745, 111
202101270800, 117
202101270815, 119
202101270830, 125
202101270845, 106
202101270900, 118
202101270915, 113
202101270930, 110
202101270945, 128
202101271000, 106
202101271015, 119
202101271030, 114
202101271045, 126
202101271100, 113
202101271115, 115
202101271130, 113
202101271145, 108
202101271200, 121
202101271215, 118
202101271230, 115
202101271245, 110
202101271300, 116
202101271315, 122
202101271330, 122
202101271345, 125
202101271400, 116
202101271415, 105
202101271430, 102
202101271445, 120
202101271500, 100
202101271515, 124
202101271530, 120
202101271545, 109
202101271600, 127
202101271615, 107
202101271630, 126
202101271645, 129
202101271700, 100
202101271715, 117
202101271730, 114
202101271745, 116
202101271800, 115
202101271815, 115
202101271830, 119
202101271845, 123
202101271900, 125
202101271915, 125
202101271930, 106
202101271945, 114
202101272000, 114
202101272015, 124
202101272030, 123
202101272045, 104
202101272100, 119
202101272115, 118
202101272130, 111
202101272145, 118
202101272200, 109
202101272215, 121
202101272230, 101
202101272245, 103
202101272300, 116
202101272315, 114
202101272330, 125
202101272345, 106
202101280000, 107
202101280015, 129
202101280030, 129
202101280045, 102
202101280100, 111
202101280115, 103
202101280130, 114
202101280145, 107
202101280200, 118
202101280215, 109
202101280230, 114
202101280245, 117
202101280300, 107
202101280315, 108
202101280330, 106
202101280345, 119
202101280400, 113
202101280415, 114
202101280430, 114
202101280445, 105
202101280500, 123
202101280515, 111
202101280530, 112
202101280545, 105
202101280600, 111
202101280615, 126
202101280630, 124
202101280645, 109
202101280700, 112
202101280715, 100
202101280730, 111
202101280745, 128
202101280800, 116
202101280815, 119
202101280830, 122
202101280845, 121
202101280900, 106
202101280915, 128
202101280930, 129
202101280945, 101
202101281000, 108
202101281015, 106
202101281030, 100
202101281045, 127
202101281100, 106
202101281115, 103
202101281130, 112
202101281145, 116
202101281200, 122
202101281215, 114
202101281230, 125
202101281245, 118
202101281300, 101
202101281315, 124
202101281330, 118
202101281345, 119
202101281400, 103
202101281415, 129
202101281430, 110
202101281445, 101
202101281500, 123
202101281515, 124
202101281530, 119
202101281545, 105
202101281600, 127
202101281615, 105
202101281630, 117
202101281645, 126
202101281700, 111
202101281715, 104
202101281730, 115
202101281745, 100
202101281800, 110
202101281815, 127
202101281830, 119
202101281845, 122
202101281900, 127
202101281915, 125
202101281930, 112
202101281945, 105
202101282000, 122
202101282015, 129
202101282030, 114
202101282045, 118
202101282100, 111
202101282115, 125
202101282130, 111
202101282145, 126
202101282200, 113
202101282215, 107
202101282230, 128
202101282245, 122
202101282300, 120
202101282315, 117
202101282330, 108
202101282345, 103
202101290000, 102
202101290015, 102
202101290030, 126
202101290045, 113
202101290100, 105
202101290115, 118
202101290130, 114
202101290145, 103
202101290200, 118
202101290215, 127
202101290230, 126
202101290245, 123
202101290300, 112
202101290315, 101
202101290330, 107
202101290345, 101
202101290400, 123
202101290415, 119
202101290430, 102
202101290445, 105
202101290500, 117
202101290515, 117
202101290530, 101
202101290545, 127
202101290600, 102
202101290615, 121
202101290630, 127
202101290645, 103
202101290700, 102
202101290715, 112
202101290730, 107
202101290745, 107
202101290800, 125
202101290815, 101
202101290830, 113
202101290845, 121
202101290900, 113
202101290915, 124
202101290930, 106
202101290945, 111
202101291000, 126
202101291015, 110
202101291030, 108
202101291045, 106
202101291100, 129
202101291115, 116
202101291130, 100
202101291145, 125
202101291200, 114
202101291215, 112
202101291230, 115
202101291245, 107
202101291300, 115
202101291315, 114
202101291330, 127
202101291345, 118
202101291400, 111
202101291415, 129
202101291430, 100
202101291445, 100
202101291500, 119
202101291515, 105
202101291530, 112
202101291545, 106
202101291600, 126
202101291615, 125
202101291630, 106
202101291645, 128
202101291700, 102
202101291715, 100
202101291730, 125
202101291745, 119
202101291800, 126
202101291815, 112
202101291830, 122
202101291845, 128
202101291900, 103
202101291915, 118
202101291930, 119
202101291945, 129
202101292000, 115
202101292015, 103
202101292030, 111
202101292045, 104
202101292100, 103
202101292115, 102
202101292130, 101
202101292145, 107
202101292200, 124
202101292215, 116
202101292230, 126
202101292245, 112
202101292300, 123
202101292315, 119
202101292330, 126
202101292345, 108
202101300000, 126
202101300015, 106
202101300030, 123
202101300045, 106
202101300100, 102
202101300115, 113
202101300130, 105
202101300145, 116
202101300200, 108
202101300215, 129
202101300230, 119
202101300245, 126
202101300300, 122
202101300315, 120
202101300330, 109
202101300345, 115
202101300400, 122
202101300415, 129
202101300430, 124
202101300445, 119
202101300500, 102
202101300515, 116
202101300530, 113
202101300545, 119
202101300600, 102
202101300615, 125
202101300630, 118
202101300645, 112
202101300700, 121
202101300715, 116
202101300730, 101
202101300745, 116
202101300800, 109
202101300815, 113
202101300830, 101
202101300845, 105
202101300900, 104
202101300915, 109
202101300930, 101
202101300945, 112
202101301000, 115
202101301015, 117
202101301030, 108
202101301045, 121
202101301100, 107
202101301115, 123
202101301130, 107
202101301145, 116
202101301200, 119
202101301215, 109
202101301230, 108
202101301245, 112
202101301300, 112
202101301315, 105
202101301330, 120
202101301345, 123
202101301400, 111
202101301415, 119
202101301430, 107
202101301445, 103
202101301500, 105
202101301515, 117
202101301530, 113
202101301545, 100
202101301600, 115
202101301615, 127
202101301630, 104
202101301645, 107
202101301700, 126
202101301715, 114
202101301730, 123
202101301745, 128
202101301800, 117
202101301815, 115
202101301830, 111
202101301845, 100
202101301900, 119
202101301915, 118
202101301930, 118
202101301945, 114
202101302000, 115
202101302015, 106
202101302030, 125
202101302045, 101
202101302100, 111
202101302115, 126
202101302130, 126
202101302145, 118
202101302200, 123
202101302215, 111
202101302230, 102
202101302245, 107
202101302300, 129
202101302315, 104
202101302330, 111
202101302345, 113
202101310000, 110
202101310015, 104
202101310030, 110
202101310045, 114
202101310100, 108
202101310115, 103
202101310130, 109
202101310145, 123
202101310200, 113
202101310215, 120
202101310230, 102
202101310245, 103
202101310300, 118
202101310315, 116
202101310330, 120
202101310345, 114
202101310400, 111
202101310415, 120
202101310430, 106
202101310445, 120
202101310500, 111
202101310515, 103
202101310530, 127
202101310545, 115
202101310600, 102
202101310615, 101
202101310630, 123
202101310645, 106
202101310700, 106
202101310715, 107
202101310730, 113
202101310745, 109
202101310800, 117
202101310815, 104
202101310830, 127
202101310845, 125
202101310900, 118
202101310915, 125
202101310930, 118
202101310945, 122
202101311000, 112
202101311015, 125
202101311030, 108
202101311045, 103
202101311100, 120
202101311115, 117
202101311130, 126
202101311145, 124
202101311200, 107
202101311215, 122
202101311230, 128
202101311245, 122
202101311300, 102
202101311315, 117
202101311330, 103
202101311345, 126
202101311400, 121
202101311415, 103
202101311430, 114
202101311445, 129
202101311500, 127
202101311515, 115
202101311530, 108
202101311545, 116
202101311600, 116
202101311615, 100
202101311630, 105
202101311645, 109
202101311700, 128
202101311715, 112
202101311730, 124
202101311745, 117
202101311800, 120
202101311815, 115
202101311830, 129
202101311845, 115
202101311900, 102
202101311915, 126
202101311930, 105
202101311945, 124
202101312000, 106
202101312015, 126
202101312030, 121
202101312045, 100
202101312100, 109
202101312115, 112
202101312130, 128
202101312145, 107
202101312200, 125
202101312215, 101
202101312230, 129
202101312245, 111
202101312300, 129
202101312315, 121
202101312330, 125
202101312345, 121
