Organization : org2
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy production power in MW>
202101190245, 174
202101190300, 170
202101190315, 170
202101190330, 198
202101190345, 199
202101190400, 183
202101190415, 198
202101190430, 198
202101190445, 196
202101190500, 190
202101190515, 186
202101190530, 177
202101190545, 170
202101190600, 171
202101190615, 188
202101190630, 183
202101190645, 177
202101190700, 197
202101190715, 174
202101190730, 189
202101190745, 177
202101190800, 194
202101190815, 176
202101190830, 183
202101190845, 184
202101190900, 198
202101190915, 173
202101190930, 184
202101190945, 185
202101191000, 188
202101191015, 189
202101191030, 193
202101191045, 190
202101191100, 195
202101191115, 184
202101191130, 172
202101191145, 179
202101191200, 177
202101191215, 185
202101191230, 171
202101191245, 198
202101191300, 186
202101191315, 170
202101191330, 199
202101191345, 194
202101191400, 194
202101191415, 178
202101191430, 186
202101191445, 172
202101191500, 176
202101191515, 174
202101191530, 197
202101191545, 173
202101191600, 195
202101191615, 192
202101191630, 191
202101191645, 172
202101191700, 173
202101191715, 178
202101191730, 177
202101191745, 181
202101191800, 194
202101191815, 172
202101191830, 176
202101191845, 193
202101191900, 171
202101191915, 171
202101191930, 173
202101191945, 170
202101192000, 185
202101192015, 183
202101192030, 190
202101192045, 178
202101192100, 184
202101192115, 180
202101192130, 196
202101192145, 192
202101192200, 187
202101192215, 190
202101192230, 177
202101192245, 185
202101192300, 170
202101192315, 192
202101192330, 187
202101192345, 184
202101200000, 182
202101200015, 180
202101200030, 190
202101200045, 170
202101200100, 170
202101200115, 189
202101200130, 187
202101200145, 191
202101200200, 190
202101200215, 190
202101200230, 189
202101200245, 192
202101200300, 172
202101200315, 174
202101200330, 182
202101200345, 185
202101200400, 172
202101200415, 178
202101200430, 170
202101200445, 176
202101200500, 182
202101200515, 173
202101200530, 171
202101200545, 192
202101200600, 182
202101200615, 190
202101200630, 195
202101200645, 179
202101200700, 196
202101200715, 187
202101200730, 182
202101200745, 190
202101200800, 183
202101200815, 186
202101200830, 191
202101200845, 178
202101200900, 172
202101200915, 188
202101200930, 171
202101200945, 199
202101201000, 170
202101201015, 198
202101201030, 198
202101201045, 172
202101201100, 172
202101201115, 171
202101201130, 199
202101201145, 185
202101201200, 187
202101201215, 177
202101201230, 188
202101201245, 195
202101201300, 197
202101201315, 183
202101201330, 197
202101201345, 187
202101201400, 190
202101201415, 176
202101201430, 177
202101201445, 177
202101201500, 173
202101201515, 181
202101201530, 192
202101201545, 173
202101201600, 194
202101201615, 178
202101201630, 174
202101201645, 172
202101201700, 196
202101201715, 192
202101201730, 199
202101201745, 178
202101201800, 194
202101201815, 193
202101201830, 187
202101201845, 197
202101201900, 192
202101201915, 172
202101201930, 176
202101201945, 183
202101202000, 195
202101202015, 197
202101202030, 187
202101202045, 178
202101202100, 186
202101202115, 182
202101202130, 181
202101202145, 177
202101202200, 188
202101202215, 179
202101202230, 189
202101202245, 175
202101202300, 184
202101202315, 195
202101202330, 198
202101202345, 178
202101210000, 181
202101210015, 199
202101210030, 193
202101210045, 171
202101210100, 194
202101210115, 194
202101210130, 197
202101210145, 190
202101210200, 195
202101210215, 185
202101210230, 187
202101210245, 196
202101210300, 185
202101210315, 197
202101210330, 196
202101210345, 191
202101210400, 178
202101210415, 180
202101210430, 176
202101210445, 175
202101210500, 177
202101210515, 175
202101210530, 191
202101210545, 198
202101210600, 173
202101210615, 171
202101210630, 191
202101210645, 191
202101210700, 194
202101210715, 198
202101210730, 177
202101210745, 180
202101210800, 187
202101210815, 181
202101210830, 171
202101210845, 180
202101210900, 174
202101210915, 191
202101210930, 175
202101210945, 198
202101211000, 179
202101211015, 175
202101211030, 194
202101211045, 183
202101211100, 180
202101211115, 180
202101211130, 177
202101211145, 172
202101211200, 180
202101211215, 173
202101211230, 172
202101211245, 178
202101211300, 195
202101211315, 186
202101211330, 170
202101211345, 189
202101211400, 188
202101211415, 197
202101211430, 190
202101211445, 186
202101211500, 198
202101211515, 170
202101211530, 183
202101211545, 174
202101211600, 178
202101211615, 171
202101211630, 176
202101211645, 190
202101211700, 197
202101211715, 175
202101211730, 199
202101211745, 174
202101211800, 197
202101211815, 195
202101211830, 193
202101211845, 189
202101211900, 181
202101211915, 174
202101211930, 195
202101211945, 187
202101212000, 195
202101212015, 171
202101212030, 189
202101212045, 195
202101212100, 174
202101212115, 184
202101212130, 193
202101212145, 177
202101212200, 170
202101212215, 196
202101212230, 195
202101212245, 198
202101212300, 182
202101212315, 195
202101212330, 183
202101212345, 197
202101220000, 195
202101220015, 180
202101220030, 171
202101220045, 194
202101220100, 186
202101220115, 196
202101220130, 181
202101220145, 176
202101220200, 193
202101220215, 196
202101220230, 191
202101220245, 172
202101220300, 171
202101220315, 191
202101220330, 177
202101220345, 196
202101220400, 188
202101220415, 198
202101220430, 186
202101220445, 190
202101220500, 189
202101220515, 188
202101220530, 188
202101220545, 186
202101220600, 189
202101220615, 198
202101220630, 177
202101220645, 178
202101220700, 171
202101220715, 185
202101220730, 195
202101220745, 182
202101220800, 181
202101220815, 189
202101220830, 188
202101220845, 173
202101220900, 173
202101220915, 176
202101220930, 192
202101220945, 181
202101221000, 180
202101221015, 175
202101221030, 194
202101221045, 184
202101221100, 194
202101221115, 172
202101221130, 174
202101221145, 178
202101221200, 183
202101221215, 184
202101221230, 173
202101221245, 173
202101221300, 189
202101221315, 175
202101221330, 187
202101221345, 181
202101221400, 178
202101221415, 187
202101221430, 195
202101221445, 183
202101221500, 189
202101221515, 176
202101221530, 185
202101221545, 174
202101221600, 192
202101221615, 190
202101221630, 192
202101221645, 187
202101221700, 179
202101221715, 180
202101221730, 172
202101221745, 180
202101221800, 186
202101221815, 190
202101221830, 199
202101221845, 177
202101221900, 178
202101221915, 176
202101221930, 193
202101221945, 183
202101222000, 171
202101222015, 179
202101222030, 178
202101222045, 181
202101222100, 187
202101222115, 181
202101222130, 192
202101222145, 180
202101222200, 178
202101222215, 195
202101222230, 196
202101222245, 188
202101222300, 184
202101222315, 192
202101222330, 196
202101222345, 182
202101230000, 183
202101230015, 173
202101230030, 186
202101230045, 181
202101230100, 174
202101230115, 190
202101230130, 192
202101230145, 187
202101230200, 185
202101230215, 188
202101230230, 185
202101230245, 189
202101230300, 181
202101230315, 193
202101230330, 179
202101230345, 178
202101230400, 178
202101230415, 199
202101230430, 182
202101230445, 189
202101230500, 194
202101230515, 189
202101230530, 183
202101230545, 176
202101230600, 183
202101230615, 179
202101230630, 187
202101230645, 177
202101230700, 176
202101230715, 180
202101230730, 175
202101230745, 171
202101230800, 184
202101230815, 198
202101230830, 194
202101230845, 173
202101230900, 191
202101230915, 172
202101230930, 175
202101230945, 174
202101231000, 173
202101231015, 184
202101231030, 180
202101231045, 170
202101231100, 185
202101231115, 173
202101231130, 191
202101231145, 191
202101231200, 197
202101231215, 181
202101231230, 177
202101231245, 188
202101231300, 174
202101231315, 187
202101231330, 181
202101231345, 183
202101231400, 179
202101231415, 194
202101231430, 183
202101231445, 198
202101231500, 183
202101231515, 183
202101231530, 192
202101231545, 176
202101231600, 196
202101231615, 171
202101231630, 174
202101231645, 172
202101231700, 197
202101231715, 188
202101231730, 196
202101231745, 197
202101231800, 185
202101231815, 194
202101231830, 183
202101231845, 184
202101231900, 199
202101231915, 195
202101231930, 194
202101231945, 199
202101232000, 180
202101232015, 191
202101232030, 188
202101232045, 181
202101232100, 197
202101232115, 182
202101232130, 196
202101232145, 171
202101232200, 188
202101232215, 177
202101232230, 180
202101232245, 199
202101232300, 170
202101232315, 195
202101232330, 183
202101232345, 195
202101240000, 177
202101240015, 174
202101240030, 193
202101240045, 175
202101240100, 183
202101240115, 186
202101240130, 185
202101240145, 170
202101240200, 198
202101240215, 174
202101240230, 173
202101240245, 182
202101240300, 196
202101240315, 196
202101240330, 187
202101240345, 194
202101240400, 199
202101240415, 187
202101240430, 172
202101240445, 182
202101240500, 190
202101240515, 188
202101240530, 188
202101240545, 186
202101240600, 170
202101240615, 180
202101240630, 172
202101240645, 174
202101240700, 173
202101240715, 185
202101240730, 183
202101240745, 190
202101240800, 176
202101240815, 177
202101240830, 179
202101240845, 179
202101240900, 192
202101240915, 194
202101240930, 196
202101240945, 184
202101241000, 181
202101241015, 171
202101241030, 180
202101241045, 192
202101241100, 190
202101241115, 184
202101241130, 178
202101241145, 188
202101241200, 171
202101241215, 188
202101241230, 175
202101241245, 192
202101241300, 176
202101241315, 172
202101241330, 191
202101241345, 189
202101241400, 176
202101241415, 179
202101241430, 172
202101241445, 197
202101241500, 186
202101241515, 195
202101241530, 188
202101241545, 192
202101241600, 180
202101241615, 193
202101241630, 187
202101241645, 171
202101241700, 171
202101241715, 199
202101241730, 192
202101241745, 196
202101241800, 197
202101241815, 174
202101241830, 183
202101241845, 184
202101241900, 170
202101241915, 197
202101241930, 174
202101241945, 198
202101242000, 187
202101242015, 178
202101242030, 198
202101242045, 172
202101242100, 190
202101242115, 179
202101242130, 174
202101242145, 197
202101242200, 188
202101242215, 198
202101242230, 188
202101242245, 191
202101242300, 178
202101242315, 189
202101242330, 180
202101242345, 186
202101250000, 191
202101250015, 176
202101250030, 181
202101250045, 171
202101250100, 176
202101250115, 181
202101250130, 193
202101250145, 172
202101250200, 180
202101250215, 173
202101250230, 187
202101250245, 174
202101250300, 194
202101250315, 180
202101250330, 180
202101250345, 194
202101250400, 193
202101250415, 175
202101250430, 190
202101250445, 192
202101250500, 188
202101250515, 183
202101250530, 186
202101250545, 178
202101250600, 173
202101250615, 174
202101250630, 182
202101250645, 173
202101250700, 197
202101250715, 187
202101250730, 175
202101250745, 181
202101250800, 188
202101250815, 187
202101250830, 188
202101250845, 178
202101250900, 187
202101250915, 177
202101250930, 171
202101250945, 176
202101251000, 179
202101251015, 179
202101251030, 183
202101251045, 195
202101251100, 195
202101251115, 192
202101251130, 187
202101251145, 171
202101251200, 199
202101251215, 181
202101251230, 187
202101251245, 186
202101251300, 195
202101251315, 188
202101251330, 191
202101251345, 194
202101251400, 179
202101251415, 193
202101251430, 174
202101251445, 183
202101251500, 179
202101251515, 179
202101251530, 170
202101251545, 183
202101251600, 184
202101251615, 193
202101251630, 176
202101251645, 192
202101251700, 199
202101251715, 171
202101251730, 182
202101251745, 199
202101251800, 178
202101251815, 173
202101251830, 181
202101251845, 193
202101251900, 176
202101251915, 182
202101251930, 174
202101251945, 189
202101252000, 177
202101252015, 176
202101252030, 196
202101252045, 196
202101252100, 171
202101252115, 190
202101252130, 174
202101252145, 199
202101252200, 175
202101252215, 196
202101252230, 199
202101252245, 198
202101252300, 177
202101252315, 188
202101252330, 186
202101252345, 179
202101260000, 193
202101260015, 177
202101260030, 180
202101260045, 180
202101260100, 175
202101260115, 177
202101260130, 183
202101260145, 194
202101260200, 175
202101260215, 187
202101260230, 187
202101260245, 175
202101260300, 195
202101260315, 178
202101260330, 184
202101260345, 195
202101260400, 195
202101260415, 192
202101260430, 173
202101260445, 191
202101260500, 181
202101260515, 199
202101260530, 184
202101260545, 170
202101260600, 189
202101260615, 198
202101260630, 190
202101260645, 186
202101260700, 182
202101260715, 186
202101260730, 191
202101260745, 199
202101260800, 196
202101260815, 192
202101260830, 178
202101260845, 179
202101260900, 192
202101260915, 181
202101260930, 181
202101260945, 189
202101261000, 194
202101261015, 176
202101261030, 182
202101261045, 182
202101261100, 185
202101261115, 180
202101261130, 194
202101261145, 186
202101261200, 186
202101261215, 199
202101261230, 170
202101261245, 175
202101261300, 189
202101261315, 192
202101261330, 170
202101261345, 182
202101261400, 179
202101261415, 190
202101261430, 183
202101261445, 174
202101261500, 193
202101261515, 199
202101261530, 172
202101261545, 195
202101261600, 187
202101261615, 192
202101261630, 195
202101261645, 178
202101261700, 198
202101261715, 173
202101261730, 196
202101261745, 183
202101261800, 177
202101261815, 188
202101261830, 192
202101261845, 199
202101261900, 171
202101261915, 199
202101261930, 185
202101261945, 190
202101262000, 197
202101262015, 171
202101262030, 178
202101262045, 177
202101262100, 187
202101262115, 193
202101262130, 187
202101262145, 191
202101262200, 189
202101262215, 182
202101262230, 173
202101262245, 181
202101262300, 191
202101262315, 179
202101262330, 172
202101262345, 182
202101270000, 179
202101270015, 184
202101270030, 177
202101270045, 194
202101270100, 181
202101270115, 199
202101270130, 172
202101270145, 171
202101270200, 178
202101270215, 172
202101270230, 192
202101270245, 175
202101270300, 196
202101270315, 192
202101270330, 182
202101270345, 191
202101270400, 190
202101270415, 174
202101270430, 183
202101270445, 176
202101270500, 170
202101270515, 172
202101270530, 188
202101270545, 183
202101270600, 197
202101270615, 173
202101270630, 197
202101270645, 172
202101270700, 187
202101270715, 183
202101270730, 186
202101270745, 172
202101270800, 185
202101270815, 198
202101270830, 189
202101270845, 189
202101270900, 171
202101270915, 196
202101270930, 173
202101270945, 191
202101271000, 192
202101271015, 195
202101271030, 179
202101271045, 194
202101271100, 176
202101271115, 197
202101271130, 176
202101271145, 173
202101271200, 175
202101271215, 175
202101271230, 181
202101271245, 186
202101271300, 179
202101271315, 184
202101271330, 174
202101271345, 180
202101271400, 196
202101271415, 178
202101271430, 171
202101271445, 195
202101271500, 194
202101271515, 183
202101271530, 185
202101271545, 190
202101271600, 171
202101271615, 194
202101271630, 177
202101271645, 192
202101271700, 186
202101271715, 186
202101271730, 170
202101271745, 197
202101271800, 189
202101271815, 195
202101271830, 179
202101271845, 193
202101271900, 171
202101271915, 189
202101271930, 177
202101271945, 178
202101272000, 173
202101272015, 186
202101272030, 187
202101272045, 178
202101272100, 172
202101272115, 199
202101272130, 194
202101272145, 192
202101272200, 170
202101272215, 172
202101272230, 179
202101272245, 179
202101272300, 174
202101272315, 190
202101272330, 181
202101272345, 191
202101280000, 182
202101280015, 173
202101280030, 173
202101280045, 182
202101280100, 192
202101280115, 170
202101280130, 182
202101280145, 186
202101280200, 188
202101280215, 193
202101280230, 197
202101280245, 191
202101280300, 191
202101280315, 177
202101280330, 182
202101280345, 193
202101280400, 189
202101280415, 183
202101280430, 182
202101280445, 198
202101280500, 182
202101280515, 186
202101280530, 197
202101280545, 178
202101280600, 184
202101280615, 183
202101280630, 172
202101280645, 199
202101280700, 184
202101280715, 179
202101280730, 198
202101280745, 192
202101280800, 196
202101280815, 175
202101280830, 182
202101280845, 190
202101280900, 197
202101280915, 189
202101280930, 195
202101280945, 179
202101281000, 189
202101281015, 177
202101281030, 182
202101281045, 188
202101281100, 191
202101281115, 191
202101281130, 195
202101281145, 196
202101281200, 186
202101281215, 198
202101281230, 183
202101281245, 194
202101281300, 191
202101281315, 172
202101281330, 189
202101281345, 182
202101281400, 193
202101281415, 184
202101281430, 193
202101281445, 197
202101281500, 198
202101281515, 175
202101281530, 175
202101281545, 187
202101281600, 198
202101281615, 195
202101281630, 184
202101281645, 196
202101281700, 174
202101281715, 182
202101281730, 179
202101281745, 195
202101281800, 198
202101281815, 190
202101281830, 198
202101281845, 183
202101281900, 173
202101281915, 188
202101281930, 172
202101281945, 186
202101282000, 197
202101282015, 177
202101282030, 195
202101282045, 195
202101282100, 181
202101282115, 188
202101282130, 183
202101282145, 174
202101282200, 185
202101282215, 173
202101282230, 177
202101282245, 190
202101282300, 186
202101282315, 180
202101282330, 195
202101282345, 185
202101290000, 183
202101290015, 190
202101290030, 185
202101290045, 185
202101290100, 181
202101290115, 197
202101290130, 193
202101290145, 179
202101290200, 172
202101290215, 172
202101290230, 173
202101290245, 193
202101290300, 181
202101290315, 192
202101290330, 188
202101290345, 191
202101290400, 194
202101290415, 181
202101290430, 171
202101290445, 170
202101290500, 187
202101290515, 176
202101290530, 198
202101290545, 175
202101290600, 173
202101290615, 179
202101290630, 194
202101290645, 176
202101290700, 184
202101290715, 175
202101290730, 178
202101290745, 197
202101290800, 177
202101290815, 191
202101290830, 172
202101290845, 186
202101290900, 193
202101290915, 170
202101290930, 172
202101290945, 197
202101291000, 193
202101291015, 173
202101291030, 171
202101291045, 172
202101291100, 174
202101291115, 188
202101291130, 177
202101291145, 179
202101291200, 185
202101291215, 176
202101291230, 191
202101291245, 194
202101291300, 188
202101291315, 176
202101291330, 198
202101291345, 180
202101291400, 189
202101291415, 174
202101291430, 194
202101291445, 192
202101291500, 196
202101291515, 178
202101291530, 195
202101291545, 192
202101291600, 194
202101291615, 193
202101291630, 171
202101291645, 179
202101291700, 170
202101291715, 176
202101291730, 185
202101291745, 191
202101291800, 186
202101291815, 171
202101291830, 172
202101291845, 174
202101291900, 176
202101291915, 175
202101291930, 184
202101291945, 181
202101292000, 184
202101292015, 176
202101292030, 192
202101292045, 180
202101292100, 192
202101292115, 181
202101292130, 190
202101292145, 198
202101292200, 196
202101292215, 177
202101292230, 176
202101292245, 179
202101292300, 171
202101292315, 199
202101292330, 185
202101292345, 189
202101300000, 181
202101300015, 170
202101300030, 199
202101300045, 174
202101300100, 177
202101300115, 184
202101300130, 189
202101300145, 174
202101300200, 186
202101300215, 188
202101300230, 175
202101300245, 179
202101300300, 196
202101300315, 185
202101300330, 190
202101300345, 175
202101300400, 198
202101300415, 184
202101300430, 185
202101300445, 196
202101300500, 191
202101300515, 177
202101300530, 183
202101300545, 179
202101300600, 198
202101300615, 180
202101300630, 198
202101300645, 180
202101300700, 175
202101300715, 193
202101300730, 191
202101300745, 187
202101300800, 177
202101300815, 186
202101300830, 176
202101300845, 184
202101300900, 198
202101300915, 170
202101300930, 190
202101300945, 192
202101301000, 191
202101301015, 171
202101301030, 186
202101301045, 192
202101301100, 194
202101301115, 171
202101301130, 176
202101301145, 171
202101301200, 189
202101301215, 184
202101301230, 195
202101301245, 193
202101301300, 172
202101301315, 178
202101301330, 189
202101301345, 180
202101301400, 179
202101301415, 177
202101301430, 175
202101301445, 184
202101301500, 181
202101301515, 195
202101301530, 173
202101301545, 198
202101301600, 194
202101301615, 187
202101301630, 187
202101301645, 190
202101301700, 185
202101301715, 194
202101301730, 187
202101301745, 194
202101301800, 187
202101301815, 182
202101301830, 187
202101301845, 195
202101301900, 186
202101301915, 181
202101301930, 195
202101301945, 195
202101302000, 171
202101302015, 179
202101302030, 172
202101302045, 180
202101302100, 173
202101302115, 196
202101302130, 197
202101302145, 193
202101302200, 186
202101302215, 179
202101302230, 173
202101302245, 197
202101302300, 198
202101302315, 192
202101302330, 184
202101302345, 199
202101310000, 199
202101310015, 192
202101310030, 190
202101310045, 194
202101310100, 199
202101310115, 180
202101310130, 175
202101310145, 170
202101310200, 193
202101310215, 182
202101310230, 180
202101310245, 197
202101310300, 196
202101310315, 171
202101310330, 197
202101310345, 183
202101310400, 180
202101310415, 177
202101310430, 182
202101310445, 193
202101310500, 178
202101310515, 180
202101310530, 171
202101310545, 175
202101310600, 192
202101310615, 170
202101310630, 170
202101310645, 175
202101310700, 179
202101310715, 180
202101310730, 185
202101310745, 186
202101310800, 177
202101310815, 181
202101310830, 193
202101310845, 196
202101310900, 199
202101310915, 184
202101310930, 172
202101310945, 172
202101311000, 183
202101311015, 197
202101311030, 186
202101311045, 180
202101311100, 184
202101311115, 174
202101311130, 195
202101311145, 190
202101311200, 186
202101311215, 177
202101311230, 173
202101311245, 175
202101311300, 175
202101311315, 179
202101311330, 175
202101311345, 181
202101311400, 199
202101311415, 180
202101311430, 196
202101311445, 199
202101311500, 179
202101311515, 190
202101311530, 185
202101311545, 184
202101311600, 196
202101311615, 190
202101311630, 185
202101311645, 187
202101311700, 191
202101311715, 181
202101311730, 179
202101311745, 175
202101311800, 179
202101311815, 179
202101311830, 193
202101311845, 188
202101311900, 173
202101311915, 170
202101311930, 190
202101311945, 197
202101312000, 175
202101312015, 199
202101312030, 193
202101312045, 187
202101312100, 197
202101312115, 177
202101312130, 185
202101312145, 181
202101312200, 177
202101312215, 189
202101312230, 177
202101312245, 190
202101312300, 180
202101312315, 179
202101312330, 189
202101312345, 184
